,isocode,year,month,ons_armedconf12_pred_jut,ons_armedconf12_pred_top,ons_armedconf12_pred_aug
138,PNG,2000,1,0.6842798427237571,0.21533204341921436,0.649737428348015
139,POL,2000,1,0.024647321378617543,0.10216445817620748,0.027084205503495724
140,PRK,2000,1,0.037071014796279014,0.06376099079337005,0.016635810856545235
141,PRT,2000,1,0.036149542288756026,0.07776532230622275,0.02130661631200318
142,PRY,2000,1,0.025912589928030673,0.27884529147622067,0.04751571619736381
143,QAT,2000,1,0.044773986507611586,0.04414179380341467,0.028648551850457338
144,ROU,2000,1,0.02445574561498652,0.10346392748248733,0.03919775424342856
145,RUS,2000,1,0.8514288276296021,0.4360782141340856,0.7437270745710151
146,RWA,2000,1,0.8659971765202744,0.6924929450942375,0.8629562491463865
147,SAU,2000,1,0.02954381404479184,0.13896577536468221,0.047716773135138016
148,SDN,2000,1,0.9556969524172735,0.5188539924071925,0.879508518400344
149,SEN,2000,1,0.5881041329246837,0.40836624239310676,0.6319111529350954
150,SGP,2000,1,0.03941048140822907,0.021136953056563094,0.013125097442099136
151,SLB,2000,1,0.044421239945925714,0.16901025761014496,0.07685496321000466
152,SLE,2000,1,0.8629228258111764,0.6248531340111897,0.8951983858769287
153,SLV,2000,1,0.0346566604605611,0.20205887851853926,0.07287418452440983
154,SMR,2000,1,0.006709707454973083,,
155,SOM,2000,1,0.9326762114248439,0.6592293524431471,0.9018453729947352
156,STP,2000,1,0.012019098504538313,0.03230244707928648,0.024252031429924475
157,SUR,2000,1,0.016110865253046846,0.06327551589517241,0.031852240797574434
158,SVK,2000,1,0.07505711507552362,0.0346056003729767,0.020017158693848767
159,SVN,2000,1,0.05485202904330591,0.03398436553445617,0.02501071521521164
160,SWE,2000,1,0.036149542288756026,0.007059364811895041,0.008214030620593725
161,SWZ,2000,1,0.02710900961280588,0.09955372885823213,0.034111397153256076
162,SYC,2000,1,0.012019098504538313,0.01677420948634917,0.010057474814548634
163,SYR,2000,1,0.024677734032700446,0.17390184415574628,0.03153973353835748
164,TCD,2000,1,0.8950001895781021,0.31326653520009806,0.8151616106237238
165,TGO,2000,1,0.16864978279198503,0.3715068346252934,0.25180709716287797
166,THA,2000,1,0.08294538213549874,0.3560410400705125,0.1020058777549834
167,TJK,2000,1,0.6122333281135064,0.4334823394803999,0.6341844286208191
168,TKM,2000,1,0.04234286874504289,0.03863505334172358,0.022062171389827356
169,TON,2000,1,0.012019098504538313,0.04075329071175592,0.02394000727004147
170,TTO,2000,1,0.060953513727208274,0.020464425184613468,0.02932127323474375
171,TUN,2000,1,0.022399840523100817,0.1048552052156886,0.03880434538250614
172,TUR,2000,1,0.8756797060076138,0.3873870839710216,0.8021079973284503
173,TUV,2000,1,0.006709707454973083,,
174,TWN,2000,1,0.037105003967411815,0.06183429650440567,0.017533244366646113
175,TZA,2000,1,0.064118171266422,0.5024336222840918,0.09799404106418513
176,UGA,2000,1,0.9166692540602027,0.6582146473987738,0.8738752060930622
177,UKR,2000,1,0.04133662508816941,0.11555932699014632,0.03762642227273709
178,URY,2000,1,0.0193289355063943,0.017127066101301793,0.015644157845988684
179,USA,2000,1,0.037071829459052734,0.10240395890941727,0.02009209664638799
180,UZB,2000,1,0.42612134698342774,0.25799841753362474,0.51566504910508
181,VCT,2000,1,0.012019098504538313,0.024379952276260726,0.026121779627803668
182,VEN,2000,1,0.38572409569311594,0.21767272440762225,0.3636316820866051
183,VNM,2000,1,0.037071829459052734,0.03978218915747915,0.01580063625070029
184,VUT,2000,1,0.012019098504538313,0.030598929293234777,0.022503744990198624
185,WSM,2000,1,0.012019098504538313,0.014090729184733518,0.01039693916999356
186,XKX,2000,1,0.006709707454973083,,
187,YEM,2000,1,0.04204312653577549,0.25770260180097865,0.08085023380825632
188,YUG,2000,1,0.6805630545037219,0.22023323719414933,0.6325443559074481
189,ZAF,2000,1,0.55717707797252,0.23157205885280965,0.39171896713253246
190,ZMB,2000,1,0.10121625108097118,0.5744364468929308,0.22010024480670512
191,ZWE,2000,1,0.10103457370774754,0.20290431698686334,0.1297118866973692
0,AFG,2000,2,0.9590950870049472,0.6404228670365419,0.9019476547925427
1,AGO,2000,2,0.9295591389363634,0.6494428658454597,0.8896740864122715
2,ALB,2000,2,0.20523020029013295,0.4973741855828123,0.3518653392878082
3,AND,2000,2,0.006483020455549055,,
4,ARE,2000,2,0.054857550243683335,0.13056618245565393,0.05732878746526098
5,ARG,2000,2,0.057125146039283446,0.06767773671543385,0.02935726797540915
6,ARM,2000,2,0.07496425226890331,0.045761939501409686,0.04403246211949814
7,ATG,2000,2,0.006483020455549055,0.021197418031409822,0.013635296999772903
8,AUS,2000,2,0.03970721992785685,0.04474231230661931,0.009775394414557902
9,AUT,2000,2,0.03924042764293621,0.07924858966928253,0.020067935739862354
10,AZE,2000,2,0.6284398062310441,0.24088211958243283,0.6494307813774491
11,BDI,2000,2,0.9478824231424567,0.7353175986755923,0.9297738146908273
12,BEL,2000,2,0.03892955704968328,0.019293636536520754,0.012312513967386191
13,BEN,2000,2,0.039655665713431036,0.47481560087049207,0.1299151279932888
14,BFA,2000,2,0.025730137277181937,0.26725131489648996,0.06618054484632895
15,BGD,2000,2,0.05415147386346196,0.3500926193248073,0.11200726900225391
16,BGR,2000,2,0.03924042764293621,0.0958377904912096,0.036598853354083576
17,BHR,2000,2,0.04458516582902494,0.057438297522688406,0.031068922293456664
18,BHS,2000,2,0.011680610008647424,0.011934487779286084,0.0149405608406009
19,BIH,2000,2,0.05607415358661539,0.3248984420482271,0.10724791481829436
20,BLR,2000,2,0.04496530439076078,0.13535848473555936,0.039363692367584135
21,BLZ,2000,2,0.011680610008647424,0.016046084988875442,0.010301068679109234
22,BOL,2000,2,0.5172079448524849,0.0818983821699922,0.4903238498142807
23,BRA,2000,2,0.1572918767942765,0.04937110418633385,0.12991894676004961
24,BRB,2000,2,0.011680610008647424,0.023556733674044414,0.017295793910849604
25,BRN,2000,2,0.03349836654397299,0.03669185801116147,0.018575833289968854
26,BTN,2000,2,0.13922416025742845,0.12041566644167953,0.11673350315081904
27,BWA,2000,2,0.05892140642974956,0.09584293885935151,0.06682262164998146
28,CAF,2000,2,0.44854777679002755,0.3752619315763545,0.5257311729294232
29,CAN,2000,2,0.27091551190457813,0.06447938741601296,0.15395798705629796
30,CHE,2000,2,0.039655665713431036,0.011080090382015198,0.008582592757929884
31,CHL,2000,2,0.019695458042774665,0.08226706033334676,0.020535469701605653
32,CHN,2000,2,0.028740995625168023,0.12101104060716074,0.027217277595976013
33,CIV,2000,2,0.05701521164858779,0.4049855876964678,0.09658509188411472
34,CMR,2000,2,0.33887880942980614,0.2674020554024766,0.2605486789406644
35,COD,2000,2,0.9660313903520344,0.7437113168775733,0.9337712464904073
36,COG,2000,2,0.8311155797587063,0.5020710579362023,0.8203886904883125
37,COL,2000,2,0.9169610384523615,0.5410040680487188,0.8182781436523208
38,COM,2000,2,0.22744369694440666,0.22929133503181787,0.29661555117338134
39,CPV,2000,2,0.024339677623852186,0.06469468927176462,0.023778103096501742
40,CRI,2000,2,0.044614449368472746,0.0255501978328685,0.019400270284209094
41,CUB,2000,2,0.039669286922599245,0.04451366917100488,0.012861387301462862
42,CYP,2000,2,0.04439458500046573,0.060523241698008996,0.025863892926598502
43,CZE,2000,2,0.08256717136760701,0.03088109802231324,0.014955846897512583
44,DEU,2000,2,0.033718241079989934,0.021214302544587192,0.011097186185181341
45,DJI,2000,2,0.46183021318306494,0.25137342191188966,0.5115681266933872
46,DMA,2000,2,0.011680610008647424,0.01322556345884536,0.009916626443847812
47,DNK,2000,2,0.04100488633796823,0.027384034493122406,0.012694588293456342
48,DOM,2000,2,0.03892955704968328,0.05059717637385809,0.02204855952140741
49,DZA,2000,2,0.9166259062001437,0.32570161203487513,0.8420352406373216
50,ECU,2000,2,0.09280959800431886,0.24718667289936158,0.06658349697399572
51,EGY,2000,2,0.37773550411917134,0.24717120136095852,0.3244785081768089
52,ERI,2000,2,0.41103808451539237,0.5626391973008753,0.554116319558804
53,ESP,2000,2,0.039990086801507146,0.38121569684240125,0.09196360268433314
54,EST,2000,2,0.05526391776400563,0.01880056082503591,0.0212206590412036
55,ETH,2000,2,0.9426569104335373,0.6293532127969181,0.8783732551265946
56,FIN,2000,2,0.04100488633796823,0.014026046165396147,0.00948942491254075
57,FJI,2000,2,0.025579477074896495,0.04668903120341763,0.027958109421237585
58,FRA,2000,2,0.03050993952110968,0.032013106481119456,0.015770463826623823
59,FSM,2000,2,0.006483020455549055,,
60,GAB,2000,2,0.05284305482494451,0.06786520682062488,0.04306645151849133
61,GBR,2000,2,0.043687052387397764,0.12678837438720034,0.04593504702222744
62,GEO,2000,2,0.2573182313692684,0.34081414346298344,0.2517858906891446
63,GHA,2000,2,0.09380250364942525,0.12172434813642789,0.07730374907642446
64,GIN,2000,2,0.7390961239236528,0.4547431684015268,0.7595430865429955
65,GMB,2000,2,0.03560269558244126,0.04217331236945877,0.03449437156671305
66,GNB,2000,2,0.4098442181580966,0.25583622888867225,0.5452666067410848
67,GNQ,2000,2,0.04458516582902494,0.09322569747452245,0.04733340462860053
68,GRC,2000,2,0.03892955704968328,0.09909586074959847,0.019641179799410564
69,GRD,2000,2,0.011680610008647424,0.019167879945227034,0.010556928909308877
70,GTM,2000,2,0.16140163159699192,0.24776819223496577,0.1448734278107552
71,GUY,2000,2,0.026005424366457572,0.017817956449397845,0.01403587568739974
72,HND,2000,2,0.4924859407840164,0.09138495916584893,0.4043586894747088
73,HRV,2000,2,0.05642749729462218,0.08726820738984195,0.07745672030210861
74,HTI,2000,2,0.3423544026509881,0.2854536778811565,0.3983252345860595
75,HUN,2000,2,0.03892955704968328,0.09045912132403129,0.0299995096869531
76,IDN,2000,2,0.7582605220357245,0.5626799575735828,0.7532968863858843
77,IND,2000,2,0.5258873763576184,0.3533601177919652,0.5472838029992169
78,IRL,2000,2,0.04572572537237218,0.13685107815995545,0.039507442955239835
79,IRN,2000,2,0.13862312748309352,0.28541715124271017,0.20140664477899153
80,IRQ,2000,2,0.8005989616679907,0.3898588274529281,0.771297682461245
81,ISL,2000,2,0.011680610008647424,0.014812073319301722,0.008474034227182872
82,ISR,2000,2,0.44050121123331376,0.33427573896989654,0.33688030094931637
83,ITA,2000,2,0.02477682005954044,0.026818487912657802,0.009262633893290144
84,JAM,2000,2,0.08965142760601261,0.06263716232672907,0.04910048822843051
85,JOR,2000,2,0.039703681408449,0.07134467036240917,0.03474330329276356
86,JPN,2000,2,0.039661832163332925,0.038450405730898356,0.011075809370110892
87,KAZ,2000,2,0.04576364789224423,0.052723081689024495,0.028168363369979223
88,KEN,2000,2,0.8499290821806231,0.41961563917503203,0.7908919366725872
89,KGZ,2000,2,0.3714170643111962,0.35114744391368813,0.46993706224730636
90,KHM,2000,2,0.4145573761182556,0.3056384245623682,0.4036771927321361
91,KIR,2000,2,0.011680610008647424,0.060175263829837684,0.025681639940962415
92,KNA,2000,2,0.011680610008647424,0.01089333252710707,0.016567015222171463
93,KOR,2000,2,0.039661832163332925,0.06991191639863162,0.014450677089225827
94,KWT,2000,2,0.07859938302863104,0.1174600321432439,0.07854276972615595
95,LAO,2000,2,0.23581321008867503,0.047518606131940685,0.22806467300039654
96,LBN,2000,2,0.8065386955218364,0.5281779266969548,0.7829265608092077
97,LBR,2000,2,0.8540121708348679,0.41076541556856194,0.8500002614898872
98,LBY,2000,2,0.04100488633796823,0.18320591194602262,0.05685882682233084
99,LCA,2000,2,0.011680610008647424,0.022328862230299562,0.014170787376808646
100,LIE,2000,2,0.006483020455549055,,
101,LKA,2000,2,0.956944750121483,0.5337220376444763,0.9011479199334068
102,LSO,2000,2,0.20441527371469217,0.27927056351183915,0.29984883614110247
