,isocode,year,month,ons_armedconf12_pred_jut,ons_armedconf12_pred_top,ons_armedconf12_pred_aug
92,KNA,2002,1,0.00498142610690774,0.009412119889963207,0.010185310714716608
93,KOR,2002,1,0.019569955666101615,0.05115744476780734,0.01310956557326223
94,KWT,2002,1,0.155085669376722,0.1494497816914893,0.07136368601188608
95,LAO,2002,1,0.10803279483152466,0.15506344486942006,0.13103897449701024
96,LBN,2002,1,0.40562483480039246,0.38077624933121235,0.4625257478294543
97,LBR,2002,1,0.7964634017039162,0.42675500056141213,0.8330584686751069
98,LBY,2002,1,0.018501175200555494,0.21016349467354495,0.033003087910009034
99,LCA,2002,1,0.00498142610690774,0.012156794329318288,0.010292144723303124
100,LIE,2002,1,0.0038320078956812173,,
101,LKA,2002,1,0.9139594172262079,0.5001222023916082,0.8858192585101556
102,LSO,2002,1,0.044605769918269984,0.08836970267027462,0.09360262485494751
103,LTU,2002,1,0.02025736832540938,0.02791118580466279,0.01142978222621402
104,LUX,2002,1,0.009308616013018939,0.01606545783973735,0.008536176246260895
105,LVA,2002,1,0.023751118077289197,0.03703352815377033,0.015213105731357857
106,MAR,2002,1,0.018099638536577378,0.20849575695213374,0.03906641898076831
107,MCO,2002,1,0.0038320078956812173,,
108,MDA,2002,1,0.02729675896406006,0.0532611797632338,0.029445234875204333
109,MDG,2002,1,0.017624513537997776,0.20917679306712333,0.0612637969624503
110,MDV,2002,1,0.00498142610690774,0.007222233609189204,0.006227607382827154
111,MEX,2002,1,0.08900013134507335,0.07219156915247836,0.053110071350101304
112,MHL,2002,1,0.00498142610690774,0.036828712266410116,0.012925790458574189
113,MKD,2002,1,0.5779986138562082,0.5992546886163153,0.5980733823960067
114,MLI,2002,1,0.38760267098602885,0.12487209648909121,0.40965113304758427
115,MLT,2002,1,0.009226584223670075,0.042290654937226016,0.012959539250405381
116,MMR,2002,1,0.7283984781081544,0.5103468653218678,0.760914066636783
117,MNG,2002,1,0.027606754157122732,0.10529905003459741,0.047479739994961634
118,MOZ,2002,1,0.04157351036836906,0.36852384595802085,0.09913281454895448
119,MRT,2002,1,0.024391147385656436,0.2192187435360542,0.06706764116973446
120,MUS,2002,1,0.020667758513024544,0.05556438737690948,0.023018969203755225
121,MWI,2002,1,0.017783104025608405,0.40530075222185225,0.08485666810258582
122,MYS,2002,1,0.01780350071286328,0.29095810028535707,0.03604637031574376
123,NAM,2002,1,0.2408790794210962,0.27700169109597805,0.28000979126599296
124,NER,2002,1,0.14364583481196946,0.36868891213025473,0.16725760251651794
125,NGA,2002,1,0.8920712580231098,0.6042832326177132,0.8710427933955439
126,NIC,2002,1,0.018794665279035873,0.08031053539899485,0.02654090207602942
127,NLD,2002,1,0.01707612193470567,0.0641895544870198,0.020188897806840696
128,NOR,2002,1,0.018420751907623736,0.03720894636715238,0.01320969647175641
129,NPL,2002,1,0.890445771922937,0.467568406888384,0.8663379963711019
130,NRU,2002,1,0.0038320078956812173,,
131,NZL,2002,1,0.018420751907623736,0.03804241821398463,0.01269425870800954
132,OMN,2002,1,0.018355120074123293,0.10729872676285637,0.037224478510965456
133,PAK,2002,1,0.16802051394257214,0.5450615912348068,0.270197047737734
134,PAN,2002,1,0.019383612439380096,0.1438348377088307,0.027385065977133246
135,PER,2002,1,0.4772009747014223,0.30310163831618664,0.4243197750431315
136,PHL,2002,1,0.867504952869138,0.5714626934533916,0.8530947801871797
137,PLW,2002,1,0.00498142610690774,0.018893611775828222,0.012952458456950127
138,PNG,2002,1,0.8349779128115719,0.38518209647942336,0.8078466208654084
139,POL,2002,1,0.017121178017686676,0.048926523707161454,0.01909991322016276
140,PRK,2002,1,0.018003679474147383,0.04451202816890396,0.010646742752442285
141,PRT,2002,1,0.017572658840840957,0.01732775186240163,0.007525592116426568
142,PRY,2002,1,0.019237658100271945,0.11495910180265666,0.0265516585670376
143,QAT,2002,1,0.017102962246694865,0.03637246568259401,0.015016422284423637
144,ROU,2002,1,0.01718538012907025,0.047932953259818556,0.01624351004995936
145,RUS,2002,1,0.8910607713439485,0.36501471613382425,0.7859944124243795
146,RWA,2002,1,0.7277954436037031,0.655024273925223,0.7825202443283903
147,SAU,2002,1,0.016668354969085687,0.23249993085163173,0.04506438821597105
148,SDN,2002,1,0.9481975097858614,0.44693482272787477,0.8498196214553294
149,SEN,2002,1,0.7342155487242444,0.3890434108318999,0.7567872540414016
150,SGP,2002,1,0.018420751907623736,0.0906523011341646,0.017510817424911836
151,SLB,2002,1,0.02397764297100651,0.1074726153365873,0.05636809525955713
152,SLE,2002,1,0.8899151575376678,0.6447527046408792,0.8860203621674468
153,SLV,2002,1,0.04910774380236398,0.09311507647770279,0.08300355759201511
154,SMR,2002,1,0.0038320078956812173,,
155,SOM,2002,1,0.9025990533008961,0.6587385112586288,0.8765225455058333
156,STP,2002,1,0.00498142610690774,0.05595738282403092,0.031209395290241616
157,SUR,2002,1,0.008781363746892342,0.078017092872612,0.03419316875789779
158,SVK,2002,1,0.02272510462727614,0.03558535111615554,0.01229358280538103
159,SVN,2002,1,0.030145712382553192,0.029734344336039043,0.014660968609739845
160,SWE,2002,1,0.017511868567284726,0.03216952217610335,0.011207700799783466
161,SWZ,2002,1,0.014717169292127168,0.07827667638096397,0.027717167554341584
162,SYC,2002,1,0.00498142610690774,0.04884302134404257,0.015336274843887812
163,SYR,2002,1,0.017350239676294323,0.18571149594275596,0.039103639753789624
164,TCD,2002,1,0.6297595395825474,0.4805679641794876,0.6563473210572962
165,TGO,2002,1,0.11207334816881348,0.17371261353008402,0.08676336583860204
166,THA,2002,1,0.16375984628633086,0.19926727604746713,0.16383531764745451
167,TJK,2002,1,0.3382301862696688,0.42649217406910284,0.30937235942121144
168,TKM,2002,1,0.019975936321572924,0.22224442962307384,0.040238143686227
169,TON,2002,1,0.00498142610690774,0.030221175908290415,0.015011405181889516
170,TTO,2002,1,0.02079099318437474,0.015785760625465422,0.017568976831724988
171,TUN,2002,1,0.015775894065910387,0.19601291746477284,0.046170841127465605
172,TUR,2002,1,0.5018155521656565,0.2551465514756788,0.5038957061339009
173,TUV,2002,1,0.0038320078956812173,,
174,TWN,2002,1,0.018003679474147383,0.025448105328510242,0.00905784284150286
175,TZA,2002,1,0.24278925988176017,0.5802376755955793,0.40461802700162114
176,UGA,2002,1,0.7571170404172455,0.6091467959756317,0.7986005766284583
177,UKR,2002,1,0.019967655082286075,0.13012078559407522,0.021876406416280254
178,URY,2002,1,0.02175901699042602,0.014392137743907648,0.008150245456340932
179,USA,2002,1,0.6800678858520651,0.2758044456101402,0.6049775023446294
180,UZB,2002,1,0.326436286925911,0.4270955399979136,0.2418876743304499
181,VCT,2002,1,0.00498142610690774,0.01617275868179911,0.015489623199423395
182,VEN,2002,1,0.24178698054219086,0.29671801909358225,0.3055445077660549
183,VNM,2002,1,0.021097886485893343,0.1134848266433783,0.018366140179497382
184,VUT,2002,1,0.00498142610690774,0.021191422919628333,0.012168998524231464
185,WSM,2002,1,0.00498142610690774,0.02420240149001916,0.010486540063944673
186,XKX,2002,1,0.0038320078956812173,,
187,YEM,2002,1,0.050235403665153965,0.2559302899818867,0.06964631034615257
188,ZAF,2002,1,0.08752223103121465,0.14394222955754818,0.060991694855842764
189,ZMB,2002,1,0.3409808054931765,0.2648648002245527,0.4633427173038163
190,ZWE,2002,1,0.14298855040991093,0.36355096607043225,0.15034110290662347
0,AFG,2002,2,0.9416545410920596,0.573692271617096,0.8630370533292737
1,AGO,2002,2,0.929627624196651,0.6862045673151269,0.8881695408743121
2,ALB,2002,2,0.14648525059588144,0.21775525956541444,0.10971180679347496
3,AND,2002,2,0.0038621652123454952,,
4,ARE,2002,2,0.018200429140400355,0.14523994276155994,0.0351312590053749
5,ARG,2002,2,0.04530691924469564,0.11757199002650738,0.037916519930181934
6,ARM,2002,2,0.06948021839472816,0.06123689304633199,0.03276921444392443
7,ATG,2002,2,0.0038621652123454952,0.008626722229420338,0.00928699436933863
8,AUS,2002,2,0.01780129658765335,0.17539844002703445,0.02627102954282833
9,AUT,2002,2,0.017599041051463277,0.02650964665392811,0.00998988283823934
10,AZE,2002,2,0.39418034066656066,0.26778119608252154,0.4260923894038473
11,BDI,2002,2,0.9251777995060466,0.7041045648932907,0.9037944502520298
12,BEL,2002,2,0.01759317491748744,0.05435435946669556,0.015305290284218377
13,BEN,2002,2,0.018130402468151778,0.21206846900822943,0.06043913186718297
14,BFA,2002,2,0.016927091503629043,0.24342521410100088,0.03581989570162903
15,BGD,2002,2,0.09632406989653727,0.3262218937638975,0.17852301026208475
16,BGR,2002,2,0.017599041051463277,0.07254764172460004,0.01996015465045944
17,BHR,2002,2,0.016594124170988545,0.0665431774903515,0.025555342497973664
18,BHS,2002,2,0.004832106801642599,0.014900802158291423,0.014321349571754296
19,BIH,2002,2,0.05745602196601209,0.2358083647300208,0.07742662514733527
20,BLR,2002,2,0.01919104328945629,0.03655667784513551,0.013999067998179626
21,BLZ,2002,2,0.004832106801642599,0.08434940176955263,0.026441657571181436
22,BOL,2002,2,0.20976186403651736,0.1883326243655692,0.19266380655981805
23,BRA,2002,2,0.09033998770875643,0.059884358474662766,0.07053002854770048
24,BRB,2002,2,0.004832106801642599,0.015576862246023667,0.009646567756480167
25,BRN,2002,2,0.019056568222944003,0.044237068094865044,0.0177445443062587
26,BTN,2002,2,0.12709839557751884,0.10751377681562706,0.08743281275417132
27,BWA,2002,2,0.028239253215933516,0.08312638771192521,0.044269875419658766
28,CAF,2002,2,0.7087723687431534,0.5812362886189467,0.7651945224440175
29,CAN,2002,2,0.08016023206315923,0.05697626664981176,0.05197707102326032
30,CHE,2002,2,0.018130402468151778,0.0914423555472074,0.020958947510547023
31,CHL,2002,2,0.01865969743652817,0.048545560756413045,0.013730293117580391
32,CHN,2002,2,0.03866162600817746,0.1091362064901611,0.027665746098032906
33,CIV,2002,2,0.34081208177632594,0.2935232904457681,0.4536281783192624
34,CMR,2002,2,0.09973444598929157,0.3254785942552002,0.11732144251504652
35,COD,2002,2,0.9393286933425601,0.7171254381784656,0.9010879284440976
36,COG,2002,2,0.5723632048724864,0.37881397997638444,0.45631329472063725
37,COL,2002,2,0.9017224978088301,0.6056926265010121,0.8604155427536887
38,COM,2002,2,0.05104293431319774,0.17942132905779165,0.10200947425502008
39,CPV,2002,2,0.009549491596957995,0.04054985135918134,0.022676108727809587
40,CRI,2002,2,0.01797928276790286,0.03410461040512687,0.01769133458243053
41,CUB,2002,2,0.01787069863267395,0.1798853920745732,0.02932010407813281
42,CYP,2002,2,0.016594124170988545,0.07638133051084549,0.017503428299518817
43,CZE,2002,2,0.022187604554277866,0.07072340879163934,0.01417443209293824
44,DEU,2002,2,0.019504595975279468,0.06199823014707918,0.016133945668452308
45,DJI,2002,2,0.06963440982366591,0.24436682397437015,0.12029200278426681
46,DMA,2002,2,0.004832106801642599,0.019289248709127092,0.010591757516945492
47,DNK,2002,2,0.018115144481229105,0.018133396216695918,0.00918336037278044
48,DOM,2002,2,0.01759317491748744,0.06713157738526122,0.028105597706432037
49,DZA,2002,2,0.8991535501860798,0.4486730523132496,0.8461977450347377
50,ECU,2002,2,0.13270709112804516,0.23881927915507167,0.12058540731738181
51,EGY,2002,2,0.08584363933313709,0.2637508741148175,0.0979877661375035
52,ERI,2002,2,0.141179779166132,0.3370966867053938,0.19841893776347563
53,ESP,2002,2,0.057663459964579826,0.12666315486992627,0.08873898048474281
54,EST,2002,2,0.022139175071166597,0.019636854464292804,0.011799551100637342
55,ETH,2002,2,0.9193189999398802,0.4891818291205705,0.8477844905783329
56,FIN,2002,2,0.018115144481229105,0.016265529819092794,0.009410691829784072
57,FJI,2002,2,0.01402926668716054,0.1229945525997318,0.034754786676571156
58,FRA,2002,2,0.03687961111148021,0.05487853176603039,0.020631112881152654
59,FSM,2002,2,0.0038621652123454952,,
60,GAB,2002,2,0.020319897192688882,0.16463804621194295,0.08442301275934293
61,GBR,2002,2,0.060393527903806796,0.09822757158164422,0.07085692958239537
62,GEO,2002,2,0.08792640865882252,0.40400866274202607,0.11933153344003923
63,GHA,2002,2,0.5503061199018187,0.3227879332818759,0.6335095744012746
64,GIN,2002,2,0.46916660855605635,0.4834797929887761,0.4882637301434974
65,GMB,2002,2,0.020970835138023832,0.10682597914982112,0.05464381482350246
66,GNB,2002,2,0.05349795794237528,0.11923649479976116,0.10225887110529401
67,GNQ,2002,2,0.016594124170988545,0.04330139847475179,0.016223765909882133
68,GRC,2002,2,0.01759317491748744,0.05176299950193527,0.013078494623460847
69,GRD,2002,2,0.004832106801642599,0.02720795178723399,0.015219707682568008
70,GTM,2002,2,0.23635183227489207,0.2721211080143207,0.20869187614873283
71,GUY,2002,2,0.014310232279316017,0.024237889309606415,0.01669204712854054
72,HND,2002,2,0.10940227112918588,0.06947196280236627,0.07760988721610722
73,HRV,2002,2,0.051952479902033936,0.08596242596018358,0.05668795772268209
74,HTI,2002,2,0.09043510783424769,0.2874728013363964,0.12996495534717648
75,HUN,2002,2,0.01759317491748744,0.06312122721236196,0.015626292520649714
76,IDN,2002,2,0.5290446454644369,0.639313714437323,0.6741933515850937
77,IND,2002,2,0.433935253019059,0.3655254487262677,0.49443251731246357
78,IRL,2002,2,0.017940143824654326,0.1070159043304831,0.028694786976518238
79,IRN,2002,2,0.30293016645103227,0.35381238387496416,0.3035737341337596
80,IRQ,2002,2,0.5979901413458178,0.3714134685183966,0.6339778212987044
81,ISL,2002,2,0.004832106801642599,0.00899772277325967,0.007812245723948844
82,ISR,2002,2,0.873678057387885,0.5739594706964307,0.8290287744791387
83,ITA,2002,2,0.017708437590365632,0.0711108961320716,0.017255375993229995
84,JAM,2002,2,0.6726499393655663,0.16100882354160836,0.6652723559464289
85,JOR,2002,2,0.05578571279097925,0.056607967872588046,0.035912645141439055
86,JPN,2002,2,0.022969942912914456,0.06710909896645896,0.016167232002227673
87,KAZ,2002,2,0.01935929888096736,0.14173259561567994,0.03251994626055947
88,KEN,2002,2,0.795268980040824,0.5069922371446307,0.8085718044988104
89,KGZ,2002,2,0.29444008639850955,0.33617310279747575,0.2913946456032875
90,KHM,2002,2,0.11348562344694282,0.22515603808773293,0.15478005921721968
91,KIR,2002,2,0.004832106801642599,0.02396081631827513,0.016407684466354402
92,KNA,2002,2,0.004832106801642599,0.00848338617615911,0.010949532946028222
93,KOR,2002,2,0.020337727541581814,0.04926490852337179,0.014563594786733301
94,KWT,2002,2,0.14886144323952588,0.15186719434092355,0.07849491345880698
95,LAO,2002,2,0.09798619950092985,0.13833266292952962,0.11494577271793521
96,LBN,2002,2,0.39018807761053753,0.3646157965330178,0.43741051268894826
97,LBR,2002,2,0.8065935500572237,0.4736595169815974,0.826041108300191
98,LBY,2002,2,0.01814486932071376,0.20217620957256363,0.036076644777429535
99,LCA,2002,2,0.004832106801642599,0.010850286203198068,0.009359235989214568
100,LIE,2002,2,0.0038621652123454952,,
101,LKA,2002,2,0.9173363911830003,0.4878389063832711,0.8894351171108178
102,LSO,2002,2,0.047364408155758854,0.09426655486007174,0.09987849859308431
103,LTU,2002,2,0.02009574539402814,0.02754482441268679,0.01104227676769347
104,LUX,2002,2,0.009549491596957995,0.016520445469779464,0.009170488118893184
105,LVA,2002,2,0.022416115598713354,0.023054538171015593,0.01495122428619185
106,MAR,2002,2,0.018377834978649945,0.20538761839286476,0.03803220885004203
107,MCO,2002,2,0.0038621652123454952,,
108,MDA,2002,2,0.028166336903459634,0.08481793328590878,0.04072077644796953
109,MDG,2002,2,0.14516977998511027,0.23871500540389648,0.2102281343605149
110,MDV,2002,2,0.004832106801642599,0.0055149508390915465,0.006105901611181179
111,MEX,2002,2,0.08111180610313196,0.07168548453701479,0.05708342743907153
112,MHL,2002,2,0.004832106801642599,0.025622721174920666,0.012219322515694448
113,MKD,2002,2,0.5633876501300247,0.5978496923004152,0.5833822241254778
114,MLI,2002,2,0.3851803117201599,0.12764969545208163,0.4042878550589686
115,MLT,2002,2,0.009764755784824924,0.04683301268334616,0.013157374183512052
116,MMR,2002,2,0.8653977169636934,0.4680781097424821,0.8249559102005188
117,MNG,2002,2,0.028319328767423754,0.10784881587316045,0.05278774649452164
118,MOZ,2002,2,0.042886383537481455,0.3773528636374713,0.09122165483842286
119,MRT,2002,2,0.023918134985359316,0.19799459157652025,0.06349529434096161
120,MUS,2002,2,0.020462210689634386,0.07500679594339105,0.028699372634589774
121,MWI,2002,2,0.01787069863267395,0.37674974964688684,0.08103235350279378
122,MYS,2002,2,0.018023706497572293,0.2819039390269492,0.03628153064339654
123,NAM,2002,2,0.706009208019037,0.2687150676402955,0.7170235692789831
124,NER,2002,2,0.14549785703537982,0.30432026826722713,0.1549990280216619
125,NGA,2002,2,0.8897697499614469,0.6128977360396777,0.8592488295613464
126,NIC,2002,2,0.017868268782988465,0.07672763495610053,0.02584259409121463
127,NLD,2002,2,0.016862325327609975,0.07509009883507062,0.023225159971693762
128,NOR,2002,2,0.018003396585120124,0.03775109340450114,0.01372460221645075
129,NPL,2002,2,0.8930594975981185,0.5038565097864431,0.8638056090083117
130,NRU,2002,2,0.0038621652123454952,,
131,NZL,2002,2,0.017940143824654326,0.033190950990364766,0.013884209737796324
132,OMN,2002,2,0.018921730442503337,0.09517416901864087,0.03298797478146408
133,PAK,2002,2,0.177368898616174,0.5022438302743797,0.27042745289825354
134,PAN,2002,2,0.01801248456575606,0.07734497719242274,0.0201423138421866
135,PER,2002,2,0.4444305645215008,0.3088454518184727,0.3971334369510368
136,PHL,2002,2,0.8783264727074951,0.5614045149473463,0.8416220493687095
137,PLW,2002,2,0.004832106801642599,0.031639573001718,0.013955996509940918
138,PNG,2002,2,0.8058183718341627,0.39922027574368435,0.789855167091358
139,POL,2002,2,0.01732148146537632,0.050577423649845,0.020002585664050894
140,PRK,2002,2,0.017977026234350733,0.055234192151584253,0.009428786148154919
141,PRT,2002,2,0.01759317491748744,0.019310212770682615,0.008744503351298226
142,PRY,2002,2,0.017807552755660393,0.12027171063915212,0.02746199597731622
143,QAT,2002,2,0.016594124170988545,0.03601183149361036,0.015483215832188623
144,ROU,2002,2,0.01680249968810526,0.03629262617673353,0.015774153147505042
145,RUS,2002,2,0.886217569850819,0.2777130217568582,0.7733969487715465
146,RWA,2002,2,0.6290183296417171,0.6419449044021941,0.6829337391971241
147,SAU,2002,2,0.016362421236545514,0.2207495649296988,0.04380624343775397
148,SDN,2002,2,0.93447263226086,0.4480048889148892,0.8427597677992825
149,SEN,2002,2,0.6977324776103359,0.3388836732125808,0.7405797509548656
150,SGP,2002,2,0.01797928276790286,0.09300617591627983,0.01770786105627347
151,SLB,2002,2,0.028345138371599028,0.1366045261638815,0.05786742929884944
152,SLE,2002,2,0.770659999871487,0.6324383646344898,0.7976365108969539
153,SLV,2002,2,0.018485952253683394,0.08631781433164082,0.038882653516772205
154,SMR,2002,2,0.0038621652123454952,,
155,SOM,2002,2,0.9016426276113688,0.672395141235406,0.8729251702564763
156,STP,2002,2,0.004832106801642599,0.05128484715045421,0.030739835805413875
157,SUR,2002,2,0.009001613494236534,0.11951920451747636,0.033769698652006935
158,SVK,2002,2,0.02328889507601459,0.02659991019918286,0.012703905678827423
159,SVN,2002,2,0.027114764525191844,0.027461196644957154,0.015510792664952004
160,SWE,2002,2,0.01759317491748744,0.02799547006001442,0.011461555681704184
161,SWZ,2002,2,0.015949095891973856,0.08489558035717154,0.03151477031804933
162,SYC,2002,2,0.004832106801642599,0.05388875695352118,0.013957159401382566
163,SYR,2002,2,0.017255232929463623,0.1736771707723093,0.04090754628764669
164,TCD,2002,2,0.5899168475676034,0.29915571590580575,0.6226915313078184
165,TGO,2002,2,0.09759944222288658,0.17215594653621052,0.08998894719431114
166,THA,2002,2,0.10008881378980157,0.14049968772543753,0.08712329443850822
167,TJK,2002,2,0.3231006495440237,0.3901495497977156,0.32452733648123466
168,TKM,2002,2,0.019898712838747914,0.22802730207806746,0.03980583680942294
169,TON,2002,2,0.004832106801642599,0.01841362408227204,0.012126224993515266
170,TTO,2002,2,0.019181510017342883,0.01732834317652056,0.019525708072945784
171,TUN,2002,2,0.01606163352734825,0.1972585984328824,0.04515359884151679
172,TUR,2002,2,0.473497948247162,0.28526235985862863,0.47210493208123777
173,TUV,2002,2,0.0038621652123454952,,
174,TWN,2002,2,0.018339406791053014,0.02248306734012096,0.009087669147788874
175,TZA,2002,2,0.13509216225976553,0.6117367617303897,0.27592592429190527
176,UGA,2002,2,0.8896798480615835,0.6331533519430991,0.8738876784056617
177,UKR,2002,2,0.020988118353947566,0.12604057426800794,0.020582080849789113
178,URY,2002,2,0.019519195110207867,0.021672942764013794,0.013497282670329219
179,USA,2002,2,0.6495545418308037,0.2764871016056274,0.6083672437771752
180,UZB,2002,2,0.3133825008262655,0.3897496925359793,0.26537201707573765
181,VCT,2002,2,0.004832106801642599,0.02851535820140271,0.016798756779782698
182,VEN,2002,2,0.243168193619201,0.30778406839299827,0.2765283254357323
183,VNM,2002,2,0.02192203038257011,0.1143923229547942,0.01966710773489658
184,VUT,2002,2,0.004832106801642599,0.024874498224199838,0.016704445559435243
185,WSM,2002,2,0.004832106801642599,0.01656461265419841,0.010172201599636858
186,XKX,2002,2,0.0038621652123454952,,
187,YEM,2002,2,0.049304695033433064,0.2669043727289023,0.07941905391047789
188,ZAF,2002,2,0.07598376435740463,0.14237910492164363,0.05910925741086142
189,ZMB,2002,2,0.3435358032736691,0.2264439309625584,0.4532004988970657
190,ZWE,2002,2,0.13908884977735286,0.37700936616975195,0.13555977221563
0,AFG,2002,3,0.9442049501835467,0.5756416142390943,0.8725160484318621
1,AGO,2002,3,0.9337027849991038,0.6837261783306897,0.8956253064422003
2,ALB,2002,3,0.16164150953178075,0.18279675620518906,0.10027285823334482
3,AND,2002,3,0.003512911772912284,,
4,ARE,2002,3,0.018455224316166644,0.1357281636892934,0.03182596420651503
5,ARG,2002,3,0.046946894829752395,0.10558672992668816,0.03541652168787138
6,ARM,2002,3,0.07213758326084119,0.08101156485183994,0.038246930721005164
7,ATG,2002,3,0.003512911772912284,0.007586508271759125,0.008805440617129814
8,AUS,2002,3,0.018516282371026864,0.15631796378240054,0.024477657957705276
9,AUT,2002,3,0.017650611501397875,0.026913692622881607,0.009849815526592365
10,AZE,2002,3,0.36748465901428917,0.23970123412263722,0.39483520031363356
11,BDI,2002,3,0.9217109849508597,0.7066548280602698,0.9035971668452706
12,BEL,2002,3,0.018022162189013206,0.029442467589057664,0.011353794654705469
13,BEN,2002,3,0.018140807130954006,0.21531884552054467,0.053695527543575046
14,BFA,2002,3,0.016294630081500488,0.3291595355459153,0.04820025592036497
15,BGD,2002,3,0.0819174576782422,0.3601663345978963,0.15469280581898534
16,BGR,2002,3,0.017650611501397875,0.07781740571390956,0.01785916193368314
17,BHR,2002,3,0.015688147928575334,0.061279042080891945,0.020236628592787954
18,BHS,2002,3,0.0048274984813512405,0.01640540176238217,0.016558066992174224
19,BIH,2002,3,0.05385643440628152,0.24494804648555185,0.0780276167404797
20,BLR,2002,3,0.018110288478539543,0.04413704375583904,0.012688473171428039
21,BLZ,2002,3,0.0048274984813512405,0.08358651887491453,0.0265414810566736
22,BOL,2002,3,0.20477486203648482,0.18592452588809177,0.17495403797624254
23,BRA,2002,3,0.09951091088999285,0.05551073548574086,0.07249011070632747
24,BRB,2002,3,0.0048274984813512405,0.015925117934293888,0.009826880590349862
25,BRN,2002,3,0.016385558878637206,0.041346273459832356,0.017574822298722013
26,BTN,2002,3,0.12543546324855173,0.10702412440054455,0.08219814455875418
27,BWA,2002,3,0.026793563734251877,0.0970493270612376,0.04083132513475483
28,CAF,2002,3,0.6590071754229837,0.5598817121737097,0.7502920647362893
29,CAN,2002,3,0.07603776247227333,0.05285137269448497,0.05027445888318271
30,CHE,2002,3,0.018140807130954006,0.077286708617505,0.01789412485117007
31,CHL,2002,3,0.020480111218339796,0.04152916440909976,0.01151941295942769
32,CHN,2002,3,0.04221159075118895,0.10066852248475108,0.027971111521071294
33,CIV,2002,3,0.34667607101568176,0.29003932384808023,0.4576477060900809
34,CMR,2002,3,0.09773285404346731,0.42743789846696667,0.14431915481572652
35,COD,2002,3,0.9425870278636008,0.727367958663894,0.9092435632268191
36,COG,2002,3,0.5491988466271805,0.38079939106984534,0.45142097404974885
37,COL,2002,3,0.9047730521317635,0.6032280699883253,0.8584232143060513
38,COM,2002,3,0.0533326091685177,0.195434839509585,0.0959740368655967
39,CPV,2002,3,0.008672763065828655,0.034253726587182995,0.02030862112344869
40,CRI,2002,3,0.01842944721580584,0.030473800989837478,0.01839057635468807
41,CUB,2002,3,0.019632725939466248,0.17239210276350087,0.03093413491563013
42,CYP,2002,3,0.015688147928575334,0.07965555977795671,0.020337392948489623
43,CZE,2002,3,0.020980475709996196,0.06393721936237862,0.013356066575050346
44,DEU,2002,3,0.02028847360132115,0.062570342099992,0.017735101279171064
45,DJI,2002,3,0.06480130349726482,0.2525595802166462,0.11923809807452004
46,DMA,2002,3,0.0048274984813512405,0.018462717922956482,0.01078669111800205
47,DNK,2002,3,0.018345691375030015,0.014716824618429958,0.00902505842981211
48,DOM,2002,3,0.017541940720360614,0.060059540811822375,0.025804760213110726
49,DZA,2002,3,0.9003779316059648,0.5026551819484947,0.8622510936373733
50,ECU,2002,3,0.13537481034165796,0.21364432623265547,0.10422144077238325
51,EGY,2002,3,0.07522665736114231,0.25985994761912634,0.10029863802613509
52,ERI,2002,3,0.14076752319569402,0.3195772011512203,0.18218668420488743
53,ESP,2002,3,0.0578739603552933,0.11580243104765216,0.07878850690595537
54,EST,2002,3,0.021999093498762713,0.016129924501039374,0.01024337007710198
55,ETH,2002,3,0.9300343727723652,0.5291553033338608,0.8616240122180193
56,FIN,2002,3,0.018345691375030015,0.016123640394105028,0.010229723506304163
57,FJI,2002,3,0.012370100292655383,0.0950311320649132,0.028373199228483414
58,FRA,2002,3,0.041591354099960225,0.05116716399701185,0.02084567332687264
59,FSM,2002,3,0.003512911772912284,,
60,GAB,2002,3,0.020751454196900148,0.1651973509228538,0.07775974016406728
61,GBR,2002,3,0.08099632976707691,0.09556097134074246,0.0680304670366347
62,GEO,2002,3,0.08545500718469345,0.4164291179390067,0.12188025971547106
63,GHA,2002,3,0.694151805670784,0.4752538473349005,0.7294287634465885
64,GIN,2002,3,0.3531875070072779,0.38921535808082736,0.3014239593078557
65,GMB,2002,3,0.020255178801706394,0.0726572235755447,0.044458966459353565
66,GNB,2002,3,0.05434138710287605,0.11817445974562986,0.10321551027282161
67,GNQ,2002,3,0.015688147928575334,0.03460778441472588,0.011736054918339118
68,GRC,2002,3,0.018022162189013206,0.031502164955029284,0.011643324491490421
69,GRD,2002,3,0.0048274984813512405,0.029128105149434598,0.015115203778351887
70,GTM,2002,3,0.23470919338226293,0.21103139673772303,0.20740757872682283
71,GUY,2002,3,0.012370100292655383,0.022768651015620846,0.015690891372146985
72,HND,2002,3,0.11258206381842982,0.1559447780858299,0.10316731433895573
73,HRV,2002,3,0.050177651402463885,0.07982721507750863,0.055419546403811464
74,HTI,2002,3,0.0904918210389549,0.2913920256747215,0.13258073517086594
75,HUN,2002,3,0.01783736029664183,0.06435186152045409,0.014640474379208394
76,IDN,2002,3,0.5252541926631469,0.6401207259821438,0.6611553580029036
77,IND,2002,3,0.43285458773865915,0.42266149431901895,0.5036426330966716
78,IRL,2002,3,0.01842944721580584,0.09035491484138207,0.029061888671595346
79,IRN,2002,3,0.3005957998767544,0.3575292826087082,0.3033532111509691
80,IRQ,2002,3,0.8023933092829949,0.35097222447893045,0.7635271460088243
81,ISL,2002,3,0.0048274984813512405,0.007093212033898348,0.0065537662490161115
82,ISR,2002,3,0.8690460877724642,0.5887416978326454,0.8348685592486871
83,ITA,2002,3,0.018259739941494612,0.07580886153729945,0.02129313431356466
