,iso_o,year,conflict_stock_idp_pop_0,conflict_stock_idp_pop_1,conflict_stock_idp_pop_2,conflict_stock_idp_pop_3,conflict_stock_idp_pop_4,conflict_idp_pop_0,conflict_idp_pop_1,conflict_idp_pop_2,conflict_idp_pop_3,conflict_idp_pop_4
458,BLZ,2008,0,0,0,0,1,0,0,0,0,1
459,BLZ,2009,0,0,0,0,1,0,0,0,0,1
460,BLZ,2010,0,0,0,0,1,0,0,0,0,1
461,BLZ,2011,0,0,0,0,1,0,0,0,0,1
462,BLZ,2012,0,0,0,0,1,0,0,0,0,1
463,BLZ,2013,0,0,0,0,1,0,0,0,0,1
464,BLZ,2014,0,0,0,0,1,0,0,0,0,1
465,BLZ,2015,0,0,0,0,1,0,0,0,0,1
466,BLZ,2016,0,0,0,0,1,0,0,0,0,1
467,BLZ,2017,0,0,0,0,1,0,0,0,0,1
468,BLZ,2018,0,0,0,0,1,0,0,0,0,1
469,BLZ,2019,0,0,0,0,1,0,0,0,0,1
470,BLZ,2020,0,0,0,0,1,0,0,0,0,1
471,BLZ,2021,0,0,0,0,1,0,0,0,0,1
472,BLZ,2022,0,0,0,0,1,0,0,0,0,1
473,BLZ,2023,0,0,0,0,1,0,0,0,0,1
474,BLZ,2024,0,0,0,0,1,0,0,0,0,1
475,BEN,2000,0,0,0,0,1,0,0,0,0,1
476,BEN,2001,0,0,0,0,1,0,0,0,0,1
477,BEN,2002,0,0,0,0,1,0,0,0,0,1
478,BEN,2003,0,0,0,0,1,0,0,0,0,1
479,BEN,2004,0,0,0,0,1,0,0,0,0,1
480,BEN,2005,0,0,0,0,1,0,0,0,0,1
481,BEN,2006,0,0,0,0,1,0,0,0,0,1
482,BEN,2007,0,0,0,0,1,0,0,0,0,1
483,BEN,2008,0,0,0,0,1,0,0,0,0,1
484,BEN,2009,0,0,0,0,1,0,0,0,0,1
485,BEN,2010,0,0,0,0,1,0,0,0,0,1
486,BEN,2011,0,0,0,0,1,0,0,0,0,1
487,BEN,2012,0,0,0,0,1,0,0,0,0,1
488,BEN,2013,0,0,0,0,1,0,0,0,0,1
489,BEN,2014,0,0,0,0,1,0,0,0,0,1
490,BEN,2015,0,0,0,0,1,0,0,0,0,1
491,BEN,2016,0,0,0,0,1,0,0,0,0,1
492,BEN,2017,0,0,0,0,1,0,0,0,0,1
493,BEN,2018,0,0,1,1,1,0,1,0,0,0
494,BEN,2019,0,0,1,1,1,0,0,0,0,1
495,BEN,2020,0,0,1,1,1,0,0,0,0,1
496,BEN,2021,0,1,0,0,0,0,0,0,0,1
497,BEN,2022,0,1,0,0,0,0,1,1,0,1
498,BEN,2023,0,0,0,0,1,0,0,0,0,1
499,BEN,2024,0,0,0,0,1,0,0,0,0,1
500,BTN,2000,0,0,0,0,1,0,0,0,0,1
501,BTN,2001,0,0,0,0,1,0,0,0,0,1
502,BTN,2002,0,0,0,0,1,0,0,0,0,1
503,BTN,2003,0,0,0,0,1,0,0,0,0,1
504,BTN,2004,0,0,0,0,1,0,0,0,0,1
505,BTN,2005,0,0,0,0,1,0,0,0,0,1
506,BTN,2006,0,0,0,0,1,0,0,0,0,1
507,BTN,2007,0,0,0,0,1,0,0,0,0,1
508,BTN,2008,0,0,0,0,1,0,0,0,0,1
509,BTN,2009,0,0,0,0,1,0,0,0,0,1
510,BTN,2010,0,0,0,0,1,0,0,0,0,1
511,BTN,2011,0,0,0,0,1,0,0,0,0,1
512,BTN,2012,0,0,0,0,1,0,0,0,0,1
513,BTN,2013,0,0,0,0,1,0,0,0,0,1
514,BTN,2014,0,0,0,0,1,0,0,0,0,1
515,BTN,2015,0,0,0,0,1,0,0,0,0,1
516,BTN,2016,0,0,0,0,1,0,0,0,0,1
517,BTN,2017,0,0,0,0,1,0,0,0,0,1
518,BTN,2018,0,0,0,0,1,0,0,0,0,1
519,BTN,2019,0,0,0,0,1,0,0,0,0,1
520,BTN,2020,0,0,0,0,1,0,0,0,0,1
521,BTN,2021,0,0,0,0,1,0,0,0,0,1
522,BTN,2022,0,0,0,0,1,0,0,0,0,1
523,BTN,2023,0,0,0,0,1,0,0,0,0,1
524,BTN,2024,0,0,0,0,1,0,0,0,0,1
525,BOL,2000,0,0,0,0,1,0,0,0,0,1
526,BOL,2001,0,0,0,0,1,0,0,0,0,1
527,BOL,2002,0,0,0,0,1,0,0,0,0,1
528,BOL,2003,0,0,0,0,1,0,0,0,0,1
529,BOL,2004,0,0,0,0,1,0,0,0,0,1
530,BOL,2005,0,0,0,0,1,0,0,0,0,1
531,BOL,2006,0,0,0,0,1,0,0,0,0,1
532,BOL,2007,0,0,0,0,1,0,0,0,0,1
533,BOL,2008,0,0,0,0,1,0,0,0,0,1
534,BOL,2009,0,0,0,0,1,0,0,0,0,1
535,BOL,2010,0,0,0,0,1,0,0,0,0,1
536,BOL,2011,0,0,0,0,1,0,0,0,0,1
537,BOL,2012,0,0,0,0,1,0,0,0,0,1
538,BOL,2013,0,0,0,0,1,0,0,0,0,1
539,BOL,2014,0,0,0,0,1,0,0,0,0,1
540,BOL,2015,0,0,0,0,1,0,0,0,0,1
541,BOL,2016,0,0,0,0,1,0,0,0,0,1
542,BOL,2017,0,0,0,0,1,0,0,0,0,1
543,BOL,2018,0,0,0,0,1,0,0,0,0,1
544,BOL,2019,0,1,0,0,1,0,1,0,1,1
545,BOL,2020,0,0,0,0,1,0,0,0,0,1
546,BOL,2021,0,0,0,0,1,0,0,0,0,1
547,BOL,2022,0,0,0,0,1,0,0,0,0,1
548,BOL,2023,0,0,0,0,1,0,0,0,0,1
549,BOL,2024,0,0,0,0,1,0,0,0,0,1
550,BIH,2000,0,0,0,0,1,0,0,0,0,1
551,BIH,2001,0,0,0,0,1,0,0,0,0,1
552,BIH,2002,0,0,0,0,1,0,0,0,0,1
553,BIH,2003,0,0,0,0,1,0,0,0,0,1
554,BIH,2004,0,0,0,0,1,0,0,0,0,1
555,BIH,2005,0,0,0,0,1,0,0,0,0,1
556,BIH,2006,0,0,0,0,1,0,0,0,0,1
557,BIH,2007,0,0,0,0,1,0,0,0,0,1
558,BIH,2008,0,0,0,0,1,0,0,0,0,1
559,BIH,2009,0,0,0,1,0,0,0,0,1,0
560,BIH,2010,0,0,0,1,0,0,0,0,1,0
561,BIH,2011,0,0,0,1,0,0,0,0,1,0
562,BIH,2012,0,0,0,1,0,0,0,0,1,0
563,BIH,2013,0,0,0,1,0,0,0,0,1,0
564,BIH,2014,0,0,0,1,0,0,0,0,1,0
565,BIH,2015,0,0,0,1,0,0,0,0,1,0
566,BIH,2016,0,0,0,1,0,0,0,0,0,1
567,BIH,2017,0,0,0,1,0,0,0,0,0,1
568,BIH,2018,0,0,0,1,0,0,0,0,0,1
569,BIH,2019,0,0,0,1,0,0,0,0,0,1
570,BIH,2020,0,0,0,1,0,0,0,0,0,1
571,BIH,2021,0,0,0,1,0,0,0,0,0,1
572,BIH,2022,0,0,0,1,0,0,0,0,0,1
573,BIH,2023,0,0,0,0,1,0,0,0,0,1
574,BIH,2024,0,0,0,0,1,0,0,0,0,1
575,BWA,2000,0,0,0,0,1,0,0,0,0,1
576,BWA,2001,0,0,0,0,1,0,0,0,0,1
577,BWA,2002,0,0,0,0,1,0,0,0,0,1
578,BWA,2003,0,0,0,0,1,0,0,0,0,1
579,BWA,2004,0,0,0,0,1,0,0,0,0,1
580,BWA,2005,0,0,0,0,1,0,0,0,0,1
581,BWA,2006,0,0,0,0,1,0,0,0,0,1
582,BWA,2007,0,0,0,0,1,0,0,0,0,1
583,BWA,2008,0,0,0,0,1,0,0,0,0,1
584,BWA,2009,0,0,0,0,1,0,0,0,0,1
585,BWA,2010,0,0,0,0,1,0,0,0,0,1
586,BWA,2011,0,0,0,0,1,0,0,0,0,1
587,BWA,2012,0,0,0,0,1,0,0,0,0,1
588,BWA,2013,0,0,0,0,1,0,0,0,0,1
589,BWA,2014,0,0,0,0,1,0,0,0,0,1
590,BWA,2015,0,0,0,0,1,0,0,0,0,1
591,BWA,2016,0,0,0,0,1,0,0,0,0,1
592,BWA,2017,0,0,0,0,1,0,0,0,0,1
593,BWA,2018,0,0,0,0,1,0,0,0,0,1
594,BWA,2019,0,0,0,0,1,0,0,0,0,1
595,BWA,2020,0,0,0,0,1,0,0,0,0,1
596,BWA,2021,0,0,0,0,1,0,0,0,0,1
597,BWA,2022,0,0,0,0,1,0,0,0,0,1
598,BWA,2023,0,0,0,0,1,0,0,0,0,1
599,BWA,2024,0,0,0,0,1,0,0,0,0,1
600,BRA,2000,0,0,0,0,1,0,0,0,0,1
601,BRA,2001,0,0,0,0,1,0,0,0,0,1
602,BRA,2002,0,0,0,0,1,0,0,0,0,1
603,BRA,2003,0,0,0,0,1,0,0,0,0,1
604,BRA,2004,0,0,0,0,1,0,0,0,0,1
605,BRA,2005,0,0,0,0,1,0,0,0,0,1
606,BRA,2006,0,0,0,0,1,0,0,0,0,1
607,BRA,2007,0,0,0,0,1,0,0,0,0,1
608,BRA,2008,0,0,0,0,1,0,0,0,0,1
609,BRA,2009,0,0,0,0,1,0,0,0,0,1
610,BRA,2010,0,0,0,0,1,0,0,0,0,1
611,BRA,2011,0,0,0,0,1,0,0,0,0,1
612,BRA,2012,0,0,0,0,1,0,0,0,0,1
613,BRA,2013,0,0,0,0,1,0,0,0,0,1
614,BRA,2014,0,0,0,0,1,0,0,0,0,1
615,BRA,2015,0,0,0,0,1,0,0,0,0,1
616,BRA,2016,0,0,0,0,1,0,0,0,0,1
617,BRA,2017,0,0,0,0,1,0,0,0,0,1
618,BRA,2018,0,0,0,0,1,0,0,0,0,1
619,BRA,2019,0,0,0,0,1,0,0,0,0,1
620,BRA,2020,0,0,0,0,1,0,0,0,0,1
621,BRA,2021,0,1,0,0,0,0,1,1,0,1
622,BRA,2022,0,1,0,1,0,0,1,0,0,1
623,BRA,2023,0,0,0,0,1,0,0,0,0,1
624,BRA,2024,0,0,0,0,1,0,0,0,0,1
625,BRN,2000,0,0,0,0,1,0,0,0,0,1
626,BRN,2001,0,0,0,0,1,0,0,0,0,1
627,BRN,2002,0,0,0,0,1,0,0,0,0,1
628,BRN,2003,0,0,0,0,1,0,0,0,0,1
629,BRN,2004,0,0,0,0,1,0,0,0,0,1
630,BRN,2005,0,0,0,0,1,0,0,0,0,1
631,BRN,2006,0,0,0,0,1,0,0,0,0,1
632,BRN,2007,0,0,0,0,1,0,0,0,0,1
633,BRN,2008,0,0,0,0,1,0,0,0,0,1
634,BRN,2009,0,0,0,0,1,0,0,0,0,1
635,BRN,2010,0,0,0,0,1,0,0,0,0,1
636,BRN,2011,0,0,0,0,1,0,0,0,0,1
637,BRN,2012,0,0,0,0,1,0,0,0,0,1
638,BRN,2013,0,0,0,0,1,0,0,0,0,1
639,BRN,2014,0,0,0,0,1,0,0,0,0,1
640,BRN,2015,0,0,0,0,1,0,0,0,0,1
641,BRN,2016,0,0,0,0,1,0,0,0,0,1
642,BRN,2017,0,0,0,0,1,0,0,0,0,1
643,BRN,2018,0,0,0,0,1,0,0,0,0,1
644,BRN,2019,0,0,0,0,1,0,0,0,0,1
645,BRN,2020,0,0,0,0,1,0,0,0,0,1
646,BRN,2021,0,0,0,0,1,0,0,0,0,1
647,BRN,2022,0,0,0,0,1,0,0,0,0,1
648,BRN,2023,0,0,0,0,1,0,0,0,0,1
649,BRN,2024,0,0,0,0,1,0,0,0,0,1
650,BGR,2000,0,0,0,0,1,0,0,0,0,1
651,BGR,2001,0,0,0,0,1,0,0,0,0,1
652,BGR,2002,0,0,0,0,1,0,0,0,0,1
653,BGR,2003,0,0,0,0,1,0,0,0,0,1
654,BGR,2004,0,0,0,0,1,0,0,0,0,1
655,BGR,2005,0,0,0,0,1,0,0,0,0,1
656,BGR,2006,0,0,0,0,1,0,0,0,0,1
657,BGR,2007,0,0,0,0,1,0,0,0,0,1
658,BGR,2008,0,0,0,0,1,0,0,0,0,1
659,BGR,2009,0,0,0,0,1,0,0,0,0,1
660,BGR,2010,0,0,0,0,1,0,0,0,0,1
661,BGR,2011,0,0,0,0,1,0,0,0,0,1
662,BGR,2012,0,0,0,0,1,0,0,0,0,1
663,BGR,2013,0,0,0,0,1,0,0,0,0,1
664,BGR,2014,0,0,0,0,1,0,0,0,0,1
665,BGR,2015,0,0,0,0,1,0,0,0,0,1
666,BGR,2016,0,0,0,0,1,0,0,0,0,1
667,BGR,2017,0,0,0,0,1,0,0,0,0,1
668,BGR,2018,0,0,0,0,1,0,0,0,0,1
669,BGR,2019,0,0,0,0,1,0,0,0,0,1
670,BGR,2020,0,0,0,0,1,0,0,0,0,1
671,BGR,2021,0,0,0,0,1,0,0,0,0,1
672,BGR,2022,0,0,0,0,1,0,0,0,0,1
673,BGR,2023,0,0,0,0,1,0,0,0,0,1
674,BGR,2024,0,0,0,0,1,0,0,0,0,1
675,BFA,2000,0,0,0,0,1,0,0,0,0,1
676,BFA,2001,0,0,0,0,1,0,0,0,0,1
677,BFA,2002,0,0,0,0,1,0,0,0,0,1
678,BFA,2003,0,0,0,0,1,0,0,0,0,1
679,BFA,2004,0,0,0,0,1,0,0,0,0,1
680,BFA,2005,0,0,0,0,1,0,0,0,0,1
681,BFA,2006,0,0,0,0,1,0,0,0,0,1
682,BFA,2007,0,0,0,0,1,0,0,0,0,1
683,BFA,2008,0,0,0,0,1,0,0,0,0,1
684,BFA,2009,0,0,0,0,1,0,0,0,0,1
685,BFA,2010,0,0,0,0,1,0,0,0,0,1
686,BFA,2011,0,0,0,0,1,0,0,0,0,1
687,BFA,2012,0,0,0,0,1,0,0,0,0,1
688,BFA,2013,0,0,0,0,1,0,0,0,0,1
689,BFA,2014,0,0,0,0,1,0,0,0,0,1
690,BFA,2015,0,0,0,0,1,0,0,0,0,1
691,BFA,2016,0,0,1,0,1,0,0,1,1,1
692,BFA,2017,0,0,1,1,1,0,1,0,0,0
693,BFA,2018,0,0,1,1,0,0,0,0,1,1
694,BFA,2019,0,0,0,1,0,0,0,1,0,1
695,BFA,2020,0,0,0,1,1,0,0,1,0,1
696,BFA,2021,0,0,0,1,1,0,0,1,0,1
697,BFA,2022,0,0,0,1,1,0,0,1,0,1
698,BFA,2023,0,0,0,0,1,0,0,0,0,1
699,BFA,2024,0,0,0,0,1,0,0,0,0,1
700,BDI,2000,0,0,0,0,1,0,0,0,0,1
701,BDI,2001,0,0,0,0,1,0,0,0,0,1
702,BDI,2002,0,0,0,0,1,0,0,0,0,1
703,BDI,2003,0,0,0,0,1,0,0,0,0,1
704,BDI,2004,0,0,0,0,1,0,0,0,0,1
705,BDI,2005,0,0,0,0,1,0,0,0,0,1
706,BDI,2006,0,0,0,0,1,0,0,0,0,1
707,BDI,2007,0,0,0,0,1,0,0,0,0,1
708,BDI,2008,0,0,0,0,1,0,0,0,0,1
709,BDI,2009,0,1,0,1,1,0,0,0,1,0
710,BDI,2010,0,1,0,1,1,0,0,0,1,0
711,BDI,2011,0,1,0,1,1,0,0,0,1,0
712,BDI,2012,0,1,0,1,1,0,0,0,1,0
713,BDI,2013,0,1,0,1,1,0,0,0,1,0
714,BDI,2014,0,1,0,1,1,0,0,0,1,0
715,BDI,2015,0,1,0,1,1,0,0,0,1,1
716,BDI,2016,0,1,0,1,1,0,1,1,1,0
717,BDI,2017,0,1,0,1,1,0,1,1,1,0
718,BDI,2018,0,0,1,1,0,0,1,0,0,0
719,BDI,2019,0,0,1,1,0,0,0,1,1,1
720,BDI,2020,0,0,1,1,0,0,1,0,0,1
721,BDI,2021,0,1,1,0,0,0,1,0,1,0
722,BDI,2022,0,1,1,0,1,0,0,1,1,1
723,BDI,2023,0,0,0,0,1,0,0,0,0,1
724,BDI,2024,0,0,0,0,1,0,0,0,0,1
725,CPV,2000,0,0,0,0,1,0,0,0,0,1
726,CPV,2001,0,0,0,0,1,0,0,0,0,1
727,CPV,2002,0,0,0,0,1,0,0,0,0,1
728,CPV,2003,0,0,0,0,1,0,0,0,0,1
729,CPV,2004,0,0,0,0,1,0,0,0,0,1
730,CPV,2005,0,0,0,0,1,0,0,0,0,1
731,CPV,2006,0,0,0,0,1,0,0,0,0,1
732,CPV,2007,0,0,0,0,1,0,0,0,0,1
733,CPV,2008,0,0,0,0,1,0,0,0,0,1
734,CPV,2009,0,0,0,0,1,0,0,0,0,1
735,CPV,2010,0,0,0,0,1,0,0,0,0,1
736,CPV,2011,0,0,0,0,1,0,0,0,0,1
737,CPV,2012,0,0,0,0,1,0,0,0,0,1
738,CPV,2013,0,0,0,0,1,0,0,0,0,1
739,CPV,2014,0,0,0,0,1,0,0,0,0,1
740,CPV,2015,0,0,0,0,1,0,0,0,0,1
741,CPV,2016,0,0,0,0,1,0,0,0,0,1
742,CPV,2017,0,0,0,0,1,0,0,0,0,1
743,CPV,2018,0,0,0,0,1,0,0,0,0,1
744,CPV,2019,0,0,0,0,1,0,0,0,0,1
745,CPV,2020,0,0,0,0,1,0,0,0,0,1
746,CPV,2021,0,0,0,0,1,0,0,0,0,1
747,CPV,2022,0,0,0,0,1,0,0,0,0,1
748,CPV,2023,0,0,0,0,1,0,0,0,0,1
749,CPV,2024,0,0,0,0,1,0,0,0,0,1
750,KHM,2000,0,0,0,0,1,0,0,0,0,1
751,KHM,2001,0,0,0,0,1,0,0,0,0,1
752,KHM,2002,0,0,0,0,1,0,0,0,0,1
753,KHM,2003,0,0,0,0,1,0,0,0,0,1
754,KHM,2004,0,0,0,0,1,0,0,0,0,1
755,KHM,2005,0,0,0,0,1,0,0,0,0,1
756,KHM,2006,0,0,0,0,1,0,0,0,0,1
757,KHM,2007,0,0,0,0,1,0,0,0,0,1
758,KHM,2008,0,0,0,0,1,0,0,0,0,1
759,KHM,2009,0,0,0,0,1,0,0,0,0,1
760,KHM,2010,0,0,0,0,1,0,0,0,0,1
761,KHM,2011,0,0,0,0,1,0,0,0,0,1
762,KHM,2012,0,0,0,0,1,0,0,0,0,1
763,KHM,2013,0,0,0,0,1,0,0,0,0,1
764,KHM,2014,0,0,0,0,1,0,0,0,0,1
765,KHM,2015,0,0,0,0,1,0,0,0,0,1
766,KHM,2016,0,0,0,0,1,0,0,0,0,1
767,KHM,2017,0,0,0,0,1,0,0,0,0,1
768,KHM,2018,0,0,0,0,1,0,0,0,0,1
769,KHM,2019,0,0,0,0,1,0,0,0,0,1
770,KHM,2020,0,0,0,0,1,0,0,0,0,1
771,KHM,2021,0,0,0,0,1,0,0,0,0,1
772,KHM,2022,0,0,0,0,1,0,0,0,0,1
773,KHM,2023,0,0,0,0,1,0,0,0,0,1
774,KHM,2024,0,0,0,0,1,0,0,0,0,1
775,CMR,2000,0,0,0,0,1,0,0,0,0,1
776,CMR,2001,0,0,0,0,1,0,0,0,0,1
777,CMR,2002,0,0,0,0,1,0,0,0,0,1
778,CMR,2003,0,0,0,0,1,0,0,0,0,1
779,CMR,2004,0,0,0,0,1,0,0,0,0,1
780,CMR,2005,0,0,0,0,1,0,0,0,0,1
781,CMR,2006,0,0,0,0,1,0,0,0,0,1
782,CMR,2007,0,0,0,0,1,0,0,0,0,1
783,CMR,2008,0,0,0,0,1,0,0,0,0,1
784,CMR,2009,0,0,0,0,1,0,0,0,0,1
785,CMR,2010,0,0,0,0,1,0,0,0,0,1
786,CMR,2011,0,0,0,0,1,0,0,0,0,1
787,CMR,2012,0,0,0,0,1,0,0,0,0,1
788,CMR,2013,0,0,0,0,1,0,0,0,0,1
789,CMR,2014,0,0,1,1,0,0,0,0,1,1
790,CMR,2015,0,1,0,1,1,0,0,0,1,1
791,CMR,2016,0,1,0,1,1,0,0,0,1,1
792,CMR,2017,0,1,0,1,1,0,0,1,0,0
793,CMR,2018,0,0,0,1,0,0,0,1,0,1
794,CMR,2019,0,0,0,1,1,0,0,0,1,1
795,CMR,2020,0,0,0,1,1,0,0,1,0,0
796,CMR,2021,0,0,0,1,1,0,0,1,0,0
797,CMR,2022,0,0,0,1,1,0,0,1,0,0
798,CMR,2023,0,0,0,0,1,0,0,0,0,1
799,CMR,2024,0,0,0,0,1,0,0,0,0,1
800,CAN,2000,0,0,0,0,1,0,0,0,0,1
801,CAN,2001,0,0,0,0,1,0,0,0,0,1
802,CAN,2002,0,0,0,0,1,0,0,0,0,1
803,CAN,2003,0,0,0,0,1,0,0,0,0,1
804,CAN,2004,0,0,0,0,1,0,0,0,0,1
805,CAN,2005,0,0,0,0,1,0,0,0,0,1
806,CAN,2006,0,0,0,0,1,0,0,0,0,1
807,CAN,2007,0,0,0,0,1,0,0,0,0,1
808,CAN,2008,0,0,0,0,1,0,0,0,0,1
809,CAN,2009,0,0,0,0,1,0,0,0,0,1
810,CAN,2010,0,0,0,0,1,0,0,0,0,1
811,CAN,2011,0,0,0,0,1,0,0,0,0,1
812,CAN,2012,0,0,0,0,1,0,0,0,0,1
813,CAN,2013,0,0,0,0,1,0,0,0,0,1
814,CAN,2014,0,0,0,0,1,0,0,0,0,1
815,CAN,2015,0,0,0,0,1,0,0,0,0,1
816,CAN,2016,0,0,0,0,1,0,0,0,0,1
817,CAN,2017,0,0,0,0,1,0,0,0,0,1
818,CAN,2018,0,0,0,0,1,0,0,0,0,1
819,CAN,2019,0,0,0,0,1,0,0,0,0,1
820,CAN,2020,0,0,0,0,1,0,0,0,0,1
821,CAN,2021,0,0,0,0,1,0,0,0,0,1
822,CAN,2022,0,0,0,0,1,0,0,0,0,1
823,CAN,2023,0,0,0,0,1,0,0,0,0,1
824,CAN,2024,0,0,0,0,1,0,0,0,0,1
825,CAF,2000,0,0,0,0,1,0,0,0,0,1
826,CAF,2001,0,0,0,0,1,0,0,0,0,1
827,CAF,2002,0,0,0,0,1,0,0,0,0,1
828,CAF,2003,0,0,0,0,1,0,0,0,0,1
829,CAF,2004,0,0,0,0,1,0,0,0,0,1
830,CAF,2005,0,0,0,0,1,0,0,0,0,1
831,CAF,2006,0,0,0,0,1,0,0,0,0,1
832,CAF,2007,0,0,0,0,1,0,0,0,0,1
833,CAF,2008,0,0,0,0,1,0,0,0,0,1
834,CAF,2009,0,0,0,1,1,0,0,0,1,1
835,CAF,2010,0,0,0,1,1,0,0,1,0,0
836,CAF,2011,0,0,0,1,0,0,0,1,0,0
837,CAF,2012,0,0,0,1,0,0,0,1,0,1
838,CAF,2013,0,0,1,0,0,0,1,1,1,1
839,CAF,2014,0,0,1,0,0,1,0,0,0,0
840,CAF,2015,0,0,1,0,0,1,0,0,0,0
841,CAF,2016,0,0,1,0,0,0,0,1,0,0
842,CAF,2017,0,0,1,0,0,0,1,1,1,1
843,CAF,2018,0,0,1,0,0,0,1,1,1,1
844,CAF,2019,0,0,1,0,0,0,0,1,0,1
845,CAF,2020,0,0,1,0,0,1,0,0,0,0
846,CAF,2021,0,0,1,0,0,0,1,1,1,1
847,CAF,2022,0,0,1,0,0,1,0,0,0,0
848,CAF,2023,0,0,0,0,1,0,0,0,0,1
849,CAF,2024,0,0,0,0,1,0,0,0,0,1
850,TCD,2000,0,0,0,0,1,0,0,0,0,1
851,TCD,2001,0,0,0,0,1,0,0,0,0,1
852,TCD,2002,0,0,0,0,1,0,0,0,0,1
853,TCD,2003,0,0,0,0,1,0,0,0,0,1
854,TCD,2004,0,0,0,0,1,0,0,0,0,1
855,TCD,2005,0,0,0,0,1,0,0,0,0,1
856,TCD,2006,0,0,0,0,1,0,0,0,0,1
857,TCD,2007,0,0,0,0,1,0,0,0,0,1
858,TCD,2008,0,0,0,0,1,0,0,0,0,1
859,TCD,2009,0,0,0,1,0,0,0,0,1,0
860,TCD,2010,0,0,0,1,0,0,0,0,1,0
861,TCD,2011,0,1,0,1,1,0,0,0,1,0
862,TCD,2012,0,1,0,1,1,0,0,0,1,0
863,TCD,2013,0,1,0,1,1,0,0,0,1,0
864,TCD,2014,0,1,0,1,1,0,0,0,1,0
865,TCD,2015,0,1,0,1,1,0,0,0,1,1
866,TCD,2016,0,1,0,1,1,0,0,0,1,1
867,TCD,2017,0,1,0,1,1,0,1,0,0,0
868,TCD,2018,0,1,0,1,1,0,0,0,0,1
869,TCD,2019,0,1,0,1,1,0,0,0,1,1
870,TCD,2020,0,0,0,1,0,0,0,1,0,0
871,TCD,2021,0,0,0,1,0,0,0,0,1,1
872,TCD,2022,0,0,0,1,0,0,0,1,0,0
873,TCD,2023,0,0,0,0,1,0,0,0,0,1
874,TCD,2024,0,0,0,0,1,0,0,0,0,1
875,CHL,2000,0,0,0,0,1,0,0,0,0,1
876,CHL,2001,0,0,0,0,1,0,0,0,0,1
877,CHL,2002,0,0,0,0,1,0,0,0,0,1
878,CHL,2003,0,0,0,0,1,0,0,0,0,1
879,CHL,2004,0,0,0,0,1,0,0,0,0,1
880,CHL,2005,0,0,0,0,1,0,0,0,0,1
881,CHL,2006,0,0,0,0,1,0,0,0,0,1
882,CHL,2007,0,0,0,0,1,0,0,0,0,1
883,CHL,2008,0,0,0,0,1,0,0,0,0,1
884,CHL,2009,0,0,0,0,1,0,0,0,0,1
885,CHL,2010,0,0,0,0,1,0,0,0,0,1
886,CHL,2011,0,0,0,0,1,0,0,0,0,1
887,CHL,2012,0,0,0,0,1,0,0,0,0,1
888,CHL,2013,0,0,0,0,1,0,0,0,0,1
889,CHL,2014,0,0,0,0,1,0,0,0,0,1
890,CHL,2015,0,0,0,0,1,0,0,0,0,1
891,CHL,2016,0,0,0,0,1,0,0,0,0,1
892,CHL,2017,0,0,0,0,1,0,0,0,0,1
893,CHL,2018,0,0,0,0,1,0,0,0,0,1
894,CHL,2019,0,0,0,0,1,0,0,0,0,1
895,CHL,2020,0,0,0,0,1,0,0,0,0,1
896,CHL,2021,0,0,0,0,1,0,0,0,0,1
897,CHL,2022,0,0,0,0,1,0,0,0,0,1
898,CHL,2023,0,0,0,0,1,0,0,0,0,1
899,CHL,2024,0,0,0,0,1,0,0,0,0,1
900,CHN,2000,0,0,0,0,1,0,0,0,0,1
901,CHN,2001,0,0,0,0,1,0,0,0,0,1
902,CHN,2002,0,0,0,0,1,0,0,0,0,1
903,CHN,2003,0,0,0,0,1,0,0,0,0,1
904,CHN,2004,0,0,0,0,1,0,0,0,0,1
905,CHN,2005,0,0,0,0,1,0,0,0,0,1
906,CHN,2006,0,0,0,0,1,0,0,0,0,1
907,CHN,2007,0,0,0,0,1,0,0,0,0,1
908,CHN,2008,0,0,0,0,1,0,0,0,0,1
909,CHN,2009,0,0,0,0,1,0,0,0,0,1
910,CHN,2010,0,0,0,0,1,0,0,0,0,1
911,CHN,2011,0,0,0,0,1,0,0,0,0,1
912,CHN,2012,0,0,0,0,1,0,0,0,0,1
913,CHN,2013,0,0,0,0,1,0,0,0,0,1
914,CHN,2014,0,0,0,0,1,0,0,0,0,1
915,CHN,2015,0,0,0,0,1,0,0,0,0,1
916,CHN,2016,0,0,0,0,1,0,0,0,0,1
917,CHN,2017,0,0,0,0,1,0,0,0,0,1
918,CHN,2018,0,0,0,0,1,0,0,0,0,1
919,CHN,2019,0,0,0,0,1,0,0,0,0,1
920,CHN,2020,0,0,0,0,1,0,0,0,0,1
921,CHN,2021,0,0,0,0,1,0,0,0,0,1
922,CHN,2022,0,0,0,0,1,0,0,0,0,1
923,CHN,2023,0,0,0,0,1,0,0,0,0,1
924,CHN,2024,0,0,0,0,1,0,0,0,0,1
925,COL,2000,0,0,0,0,1,0,0,0,0,1
926,COL,2001,0,0,0,0,1,0,0,0,0,1
927,COL,2002,0,0,0,0,1,0,0,0,0,1
928,COL,2003,0,0,0,0,1,0,0,0,0,1
929,COL,2004,0,0,0,0,1,0,0,0,0,1
930,COL,2005,0,0,0,0,1,0,0,0,0,1
931,COL,2006,0,0,0,0,1,0,0,0,0,1
932,COL,2007,0,0,0,0,1,0,0,0,0,1
933,COL,2008,0,0,0,0,1,0,0,0,0,1
934,COL,2009,0,0,1,0,0,0,0,1,0,0
