,date,topic_mid,value,topic_title,iso2,iso_d
0,2005-01-01,/m/06wjf,80,Shanghai,CN,CHN
1,2005-02-01,/m/06wjf,74,Shanghai,CN,CHN
2,2005-03-01,/m/06wjf,100,Shanghai,CN,CHN
3,2005-04-01,/m/06wjf,99,Shanghai,CN,CHN
4,2005-05-01,/m/06wjf,88,Shanghai,CN,CHN
5,2005-06-01,/m/06wjf,90,Shanghai,CN,CHN
6,2005-07-01,/m/06wjf,94,Shanghai,CN,CHN
7,2005-08-01,/m/06wjf,94,Shanghai,CN,CHN
8,2005-09-01,/m/06wjf,85,Shanghai,CN,CHN
9,2005-10-01,/m/06wjf,84,Shanghai,CN,CHN
10,2005-11-01,/m/06wjf,88,Shanghai,CN,CHN
11,2005-12-01,/m/06wjf,82,Shanghai,CN,CHN
12,2006-01-01,/m/06wjf,70,Shanghai,CN,CHN
13,2006-02-01,/m/06wjf,78,Shanghai,CN,CHN
14,2006-03-01,/m/06wjf,84,Shanghai,CN,CHN
15,2006-04-01,/m/06wjf,87,Shanghai,CN,CHN
16,2006-05-01,/m/06wjf,82,Shanghai,CN,CHN
17,2006-06-01,/m/06wjf,79,Shanghai,CN,CHN
18,2006-07-01,/m/06wjf,90,Shanghai,CN,CHN
19,2006-08-01,/m/06wjf,81,Shanghai,CN,CHN
20,2006-09-01,/m/06wjf,81,Shanghai,CN,CHN
21,2006-10-01,/m/06wjf,73,Shanghai,CN,CHN
22,2006-11-01,/m/06wjf,82,Shanghai,CN,CHN
23,2006-12-01,/m/06wjf,68,Shanghai,CN,CHN
24,2007-01-01,/m/06wjf,69,Shanghai,CN,CHN
25,2007-02-01,/m/06wjf,59,Shanghai,CN,CHN
26,2007-03-01,/m/06wjf,78,Shanghai,CN,CHN
27,2007-04-01,/m/06wjf,83,Shanghai,CN,CHN
28,2007-05-01,/m/06wjf,75,Shanghai,CN,CHN
29,2007-06-01,/m/06wjf,76,Shanghai,CN,CHN
30,2007-07-01,/m/06wjf,77,Shanghai,CN,CHN
31,2007-08-01,/m/06wjf,81,Shanghai,CN,CHN
32,2007-09-01,/m/06wjf,78,Shanghai,CN,CHN
33,2007-10-01,/m/06wjf,67,Shanghai,CN,CHN
34,2007-11-01,/m/06wjf,79,Shanghai,CN,CHN
35,2007-12-01,/m/06wjf,66,Shanghai,CN,CHN
36,2008-01-01,/m/06wjf,65,Shanghai,CN,CHN
37,2008-02-01,/m/06wjf,62,Shanghai,CN,CHN
38,2008-03-01,/m/06wjf,71,Shanghai,CN,CHN
39,2008-04-01,/m/06wjf,72,Shanghai,CN,CHN
40,2008-05-01,/m/06wjf,67,Shanghai,CN,CHN
41,2008-06-01,/m/06wjf,68,Shanghai,CN,CHN
42,2008-07-01,/m/06wjf,71,Shanghai,CN,CHN
43,2008-08-01,/m/06wjf,66,Shanghai,CN,CHN
44,2008-09-01,/m/06wjf,63,Shanghai,CN,CHN
45,2008-10-01,/m/06wjf,67,Shanghai,CN,CHN
46,2008-11-01,/m/06wjf,68,Shanghai,CN,CHN
47,2008-12-01,/m/06wjf,61,Shanghai,CN,CHN
48,2009-01-01,/m/06wjf,51,Shanghai,CN,CHN
49,2009-02-01,/m/06wjf,63,Shanghai,CN,CHN
50,2009-03-01,/m/06wjf,63,Shanghai,CN,CHN
51,2009-04-01,/m/06wjf,64,Shanghai,CN,CHN
52,2009-05-01,/m/06wjf,61,Shanghai,CN,CHN
53,2009-06-01,/m/06wjf,63,Shanghai,CN,CHN
54,2009-07-01,/m/06wjf,61,Shanghai,CN,CHN
55,2009-08-01,/m/06wjf,61,Shanghai,CN,CHN
56,2009-09-01,/m/06wjf,58,Shanghai,CN,CHN
57,2009-10-01,/m/06wjf,62,Shanghai,CN,CHN
58,2009-11-01,/m/06wjf,62,Shanghai,CN,CHN
59,2009-12-01,/m/06wjf,59,Shanghai,CN,CHN
60,2010-01-01,/m/06wjf,59,Shanghai,CN,CHN
61,2010-02-01,/m/06wjf,51,Shanghai,CN,CHN
62,2010-03-01,/m/06wjf,65,Shanghai,CN,CHN
63,2010-04-01,/m/06wjf,67,Shanghai,CN,CHN
64,2010-05-01,/m/06wjf,67,Shanghai,CN,CHN
65,2010-06-01,/m/06wjf,63,Shanghai,CN,CHN
66,2010-07-01,/m/06wjf,57,Shanghai,CN,CHN
67,2010-08-01,/m/06wjf,54,Shanghai,CN,CHN
68,2010-09-01,/m/06wjf,56,Shanghai,CN,CHN
69,2010-10-01,/m/06wjf,56,Shanghai,CN,CHN
70,2010-11-01,/m/06wjf,45,Shanghai,CN,CHN
71,2010-12-01,/m/06wjf,44,Shanghai,CN,CHN
72,2011-01-01,/m/06wjf,39,Shanghai,CN,CHN
73,2011-02-01,/m/06wjf,38,Shanghai,CN,CHN
74,2011-03-01,/m/06wjf,43,Shanghai,CN,CHN
75,2011-04-01,/m/06wjf,45,Shanghai,CN,CHN
76,2011-05-01,/m/06wjf,41,Shanghai,CN,CHN
77,2011-06-01,/m/06wjf,40,Shanghai,CN,CHN
78,2011-07-01,/m/06wjf,43,Shanghai,CN,CHN
79,2011-08-01,/m/06wjf,40,Shanghai,CN,CHN
80,2011-09-01,/m/06wjf,38,Shanghai,CN,CHN
81,2011-10-01,/m/06wjf,37,Shanghai,CN,CHN
82,2011-11-01,/m/06wjf,35,Shanghai,CN,CHN
83,2011-12-01,/m/06wjf,31,Shanghai,CN,CHN
84,2012-01-01,/m/06wjf,28,Shanghai,CN,CHN
85,2012-02-01,/m/06wjf,32,Shanghai,CN,CHN
86,2012-03-01,/m/06wjf,35,Shanghai,CN,CHN
87,2012-04-01,/m/06wjf,36,Shanghai,CN,CHN
88,2012-05-01,/m/06wjf,38,Shanghai,CN,CHN
89,2012-06-01,/m/06wjf,38,Shanghai,CN,CHN
90,2012-07-01,/m/06wjf,36,Shanghai,CN,CHN
91,2012-08-01,/m/06wjf,33,Shanghai,CN,CHN
92,2012-09-01,/m/06wjf,30,Shanghai,CN,CHN
93,2012-10-01,/m/06wjf,31,Shanghai,CN,CHN
94,2012-11-01,/m/06wjf,25,Shanghai,CN,CHN
95,2012-12-01,/m/06wjf,24,Shanghai,CN,CHN
96,2013-01-01,/m/06wjf,24,Shanghai,CN,CHN
97,2013-02-01,/m/06wjf,23,Shanghai,CN,CHN
98,2013-03-01,/m/06wjf,26,Shanghai,CN,CHN
99,2013-04-01,/m/06wjf,28,Shanghai,CN,CHN
100,2013-05-01,/m/06wjf,25,Shanghai,CN,CHN
101,2013-06-01,/m/06wjf,24,Shanghai,CN,CHN
102,2013-07-01,/m/06wjf,24,Shanghai,CN,CHN
103,2013-08-01,/m/06wjf,23,Shanghai,CN,CHN
104,2013-09-01,/m/06wjf,24,Shanghai,CN,CHN
105,2013-10-01,/m/06wjf,30,Shanghai,CN,CHN
106,2013-11-01,/m/06wjf,24,Shanghai,CN,CHN
107,2013-12-01,/m/06wjf,24,Shanghai,CN,CHN
108,2014-01-01,/m/06wjf,21,Shanghai,CN,CHN
109,2014-02-01,/m/06wjf,25,Shanghai,CN,CHN
110,2014-03-01,/m/06wjf,25,Shanghai,CN,CHN
111,2014-04-01,/m/06wjf,25,Shanghai,CN,CHN
112,2014-05-01,/m/06wjf,23,Shanghai,CN,CHN
113,2014-06-01,/m/06wjf,18,Shanghai,CN,CHN
114,2014-07-01,/m/06wjf,17,Shanghai,CN,CHN
115,2014-08-01,/m/06wjf,16,Shanghai,CN,CHN
116,2014-09-01,/m/06wjf,17,Shanghai,CN,CHN
117,2014-10-01,/m/06wjf,21,Shanghai,CN,CHN
118,2014-11-01,/m/06wjf,17,Shanghai,CN,CHN
119,2014-12-01,/m/06wjf,15,Shanghai,CN,CHN
120,2015-01-01,/m/06wjf,17,Shanghai,CN,CHN
121,2015-02-01,/m/06wjf,14,Shanghai,CN,CHN
122,2015-03-01,/m/06wjf,18,Shanghai,CN,CHN
123,2015-04-01,/m/06wjf,18,Shanghai,CN,CHN
124,2015-05-01,/m/06wjf,17,Shanghai,CN,CHN
125,2015-06-01,/m/06wjf,16,Shanghai,CN,CHN
126,2015-07-01,/m/06wjf,17,Shanghai,CN,CHN
127,2015-08-01,/m/06wjf,16,Shanghai,CN,CHN
128,2015-09-01,/m/06wjf,16,Shanghai,CN,CHN
129,2015-10-01,/m/06wjf,20,Shanghai,CN,CHN
130,2015-11-01,/m/06wjf,17,Shanghai,CN,CHN
131,2015-12-01,/m/06wjf,15,Shanghai,CN,CHN
132,2016-01-01,/m/06wjf,18,Shanghai,CN,CHN
133,2016-02-01,/m/06wjf,18,Shanghai,CN,CHN
134,2016-03-01,/m/06wjf,20,Shanghai,CN,CHN
135,2016-04-01,/m/06wjf,19,Shanghai,CN,CHN
136,2016-05-01,/m/06wjf,18,Shanghai,CN,CHN
137,2016-06-01,/m/06wjf,20,Shanghai,CN,CHN
138,2016-07-01,/m/06wjf,16,Shanghai,CN,CHN
139,2016-08-01,/m/06wjf,15,Shanghai,CN,CHN
140,2016-09-01,/m/06wjf,17,Shanghai,CN,CHN
141,2016-10-01,/m/06wjf,20,Shanghai,CN,CHN
142,2016-11-01,/m/06wjf,17,Shanghai,CN,CHN
143,2016-12-01,/m/06wjf,19,Shanghai,CN,CHN
144,2017-01-01,/m/06wjf,18,Shanghai,CN,CHN
145,2017-02-01,/m/06wjf,20,Shanghai,CN,CHN
146,2017-03-01,/m/06wjf,21,Shanghai,CN,CHN
147,2017-04-01,/m/06wjf,23,Shanghai,CN,CHN
148,2017-05-01,/m/06wjf,20,Shanghai,CN,CHN
149,2017-06-01,/m/06wjf,20,Shanghai,CN,CHN
150,2017-07-01,/m/06wjf,20,Shanghai,CN,CHN
151,2017-08-01,/m/06wjf,19,Shanghai,CN,CHN
152,2017-09-01,/m/06wjf,20,Shanghai,CN,CHN
153,2017-10-01,/m/06wjf,30,Shanghai,CN,CHN
154,2017-11-01,/m/06wjf,23,Shanghai,CN,CHN
155,2017-12-01,/m/06wjf,19,Shanghai,CN,CHN
156,2018-01-01,/m/06wjf,21,Shanghai,CN,CHN
157,2018-02-01,/m/06wjf,18,Shanghai,CN,CHN
158,2018-03-01,/m/06wjf,23,Shanghai,CN,CHN
159,2018-04-01,/m/06wjf,24,Shanghai,CN,CHN
160,2018-05-01,/m/06wjf,21,Shanghai,CN,CHN
161,2018-06-01,/m/06wjf,20,Shanghai,CN,CHN
162,2018-07-01,/m/06wjf,20,Shanghai,CN,CHN
163,2018-08-01,/m/06wjf,21,Shanghai,CN,CHN
164,2018-09-01,/m/06wjf,23,Shanghai,CN,CHN
165,2018-10-01,/m/06wjf,30,Shanghai,CN,CHN
166,2018-11-01,/m/06wjf,23,Shanghai,CN,CHN
167,2018-12-01,/m/06wjf,19,Shanghai,CN,CHN
168,2019-01-01,/m/06wjf,18,Shanghai,CN,CHN
169,2019-02-01,/m/06wjf,16,Shanghai,CN,CHN
170,2019-03-01,/m/06wjf,18,Shanghai,CN,CHN
171,2019-04-01,/m/06wjf,24,Shanghai,CN,CHN
172,2019-05-01,/m/06wjf,22,Shanghai,CN,CHN
173,2019-06-01,/m/06wjf,21,Shanghai,CN,CHN
174,2019-07-01,/m/06wjf,19,Shanghai,CN,CHN
175,2019-08-01,/m/06wjf,22,Shanghai,CN,CHN
176,2019-09-01,/m/06wjf,23,Shanghai,CN,CHN
177,2019-10-01,/m/06wjf,32,Shanghai,CN,CHN
178,2019-11-01,/m/06wjf,22,Shanghai,CN,CHN
179,2019-12-01,/m/06wjf,19,Shanghai,CN,CHN
180,2020-01-01,/m/06wjf,20,Shanghai,CN,CHN
181,2020-02-01,/m/06wjf,14,Shanghai,CN,CHN
182,2020-03-01,/m/06wjf,14,Shanghai,CN,CHN
183,2020-04-01,/m/06wjf,14,Shanghai,CN,CHN
184,2020-05-01,/m/06wjf,13,Shanghai,CN,CHN
185,2020-06-01,/m/06wjf,12,Shanghai,CN,CHN
186,2020-07-01,/m/06wjf,12,Shanghai,CN,CHN
187,2020-08-01,/m/06wjf,12,Shanghai,CN,CHN
188,2020-09-01,/m/06wjf,12,Shanghai,CN,CHN
189,2020-10-01,/m/06wjf,11,Shanghai,CN,CHN
190,2020-11-01,/m/06wjf,12,Shanghai,CN,CHN
191,2020-12-01,/m/06wjf,11,Shanghai,CN,CHN
192,2021-01-01,/m/06wjf,11,Shanghai,CN,CHN
193,2021-02-01,/m/06wjf,10,Shanghai,CN,CHN
194,2021-03-01,/m/06wjf,11,Shanghai,CN,CHN
195,2021-04-01,/m/06wjf,14,Shanghai,CN,CHN
196,2021-05-01,/m/06wjf,12,Shanghai,CN,CHN
197,2021-06-01,/m/06wjf,12,Shanghai,CN,CHN
198,2021-07-01,/m/06wjf,12,Shanghai,CN,CHN
199,2021-08-01,/m/06wjf,11,Shanghai,CN,CHN
200,2021-09-01,/m/06wjf,12,Shanghai,CN,CHN
201,2021-10-01,/m/06wjf,11,Shanghai,CN,CHN
202,2021-11-01,/m/06wjf,11,Shanghai,CN,CHN
203,2021-12-01,/m/06wjf,11,Shanghai,CN,CHN
204,2022-01-01,/m/06wjf,12,Shanghai,CN,CHN
205,2022-02-01,/m/06wjf,12,Shanghai,CN,CHN
206,2022-03-01,/m/06wjf,15,Shanghai,CN,CHN
207,2022-04-01,/m/06wjf,32,Shanghai,CN,CHN
208,2022-05-01,/m/06wjf,17,Shanghai,CN,CHN
209,2022-06-01,/m/06wjf,13,Shanghai,CN,CHN
210,2022-07-01,/m/06wjf,12,Shanghai,CN,CHN
211,2022-08-01,/m/06wjf,11,Shanghai,CN,CHN
212,2022-09-01,/m/06wjf,11,Shanghai,CN,CHN
213,2022-10-01,/m/06wjf,10,Shanghai,CN,CHN
214,2022-11-01,/m/06wjf,12,Shanghai,CN,CHN
215,2022-12-01,/m/06wjf,10,Shanghai,CN,CHN
216,2005-01-01,/m/01914,4,Beijing,CN,CHN
217,2005-02-01,/m/01914,4,Beijing,CN,CHN
218,2005-03-01,/m/01914,5,Beijing,CN,CHN
219,2005-04-01,/m/01914,5,Beijing,CN,CHN
220,2005-05-01,/m/01914,4,Beijing,CN,CHN
221,2005-06-01,/m/01914,5,Beijing,CN,CHN
222,2005-07-01,/m/01914,5,Beijing,CN,CHN
223,2005-08-01,/m/01914,5,Beijing,CN,CHN
224,2005-09-01,/m/01914,4,Beijing,CN,CHN
225,2005-10-01,/m/01914,4,Beijing,CN,CHN
226,2005-11-01,/m/01914,4,Beijing,CN,CHN
227,2005-12-01,/m/01914,4,Beijing,CN,CHN
228,2006-01-01,/m/01914,3,Beijing,CN,CHN
229,2006-02-01,/m/01914,4,Beijing,CN,CHN
230,2006-03-01,/m/01914,4,Beijing,CN,CHN
231,2006-04-01,/m/01914,4,Beijing,CN,CHN
232,2006-05-01,/m/01914,4,Beijing,CN,CHN
233,2006-06-01,/m/01914,4,Beijing,CN,CHN
234,2006-07-01,/m/01914,4,Beijing,CN,CHN
235,2006-08-01,/m/01914,4,Beijing,CN,CHN
236,2006-09-01,/m/01914,4,Beijing,CN,CHN
237,2006-10-01,/m/01914,3,Beijing,CN,CHN
238,2006-11-01,/m/01914,3,Beijing,CN,CHN
239,2006-12-01,/m/01914,3,Beijing,CN,CHN
240,2007-01-01,/m/01914,3,Beijing,CN,CHN
241,2007-02-01,/m/01914,3,Beijing,CN,CHN
242,2007-03-01,/m/01914,4,Beijing,CN,CHN
243,2007-04-01,/m/01914,4,Beijing,CN,CHN
244,2007-05-01,/m/01914,3,Beijing,CN,CHN
245,2007-06-01,/m/01914,4,Beijing,CN,CHN
246,2007-07-01,/m/01914,4,Beijing,CN,CHN
247,2007-08-01,/m/01914,4,Beijing,CN,CHN
248,2007-09-01,/m/01914,4,Beijing,CN,CHN
249,2007-10-01,/m/01914,3,Beijing,CN,CHN
250,2007-11-01,/m/01914,3,Beijing,CN,CHN
251,2007-12-01,/m/01914,3,Beijing,CN,CHN
252,2008-01-01,/m/01914,4,Beijing,CN,CHN
253,2008-02-01,/m/01914,4,Beijing,CN,CHN
254,2008-03-01,/m/01914,5,Beijing,CN,CHN
255,2008-04-01,/m/01914,5,Beijing,CN,CHN
256,2008-05-01,/m/01914,5,Beijing,CN,CHN
257,2008-06-01,/m/01914,5,Beijing,CN,CHN
258,2008-07-01,/m/01914,7,Beijing,CN,CHN
259,2008-08-01,/m/01914,100,Beijing,CN,CHN
260,2008-09-01,/m/01914,6,Beijing,CN,CHN
261,2008-10-01,/m/01914,4,Beijing,CN,CHN
262,2008-11-01,/m/01914,4,Beijing,CN,CHN
263,2008-12-01,/m/01914,4,Beijing,CN,CHN
264,2009-01-01,/m/01914,3,Beijing,CN,CHN
265,2009-02-01,/m/01914,3,Beijing,CN,CHN
266,2009-03-01,/m/01914,4,Beijing,CN,CHN
267,2009-04-01,/m/01914,4,Beijing,CN,CHN
268,2009-05-01,/m/01914,3,Beijing,CN,CHN
269,2009-06-01,/m/01914,3,Beijing,CN,CHN
270,2009-07-01,/m/01914,3,Beijing,CN,CHN
271,2009-08-01,/m/01914,3,Beijing,CN,CHN
272,2009-09-01,/m/01914,3,Beijing,CN,CHN
273,2009-10-01,/m/01914,3,Beijing,CN,CHN
274,2009-11-01,/m/01914,3,Beijing,CN,CHN
275,2009-12-01,/m/01914,3,Beijing,CN,CHN
276,2010-01-01,/m/01914,3,Beijing,CN,CHN
277,2010-02-01,/m/01914,3,Beijing,CN,CHN
278,2010-03-01,/m/01914,3,Beijing,CN,CHN
279,2010-04-01,/m/01914,3,Beijing,CN,CHN
280,2010-05-01,/m/01914,3,Beijing,CN,CHN
281,2010-06-01,/m/01914,3,Beijing,CN,CHN
282,2010-07-01,/m/01914,3,Beijing,CN,CHN
283,2010-08-01,/m/01914,3,Beijing,CN,CHN
284,2010-09-01,/m/01914,3,Beijing,CN,CHN
285,2010-10-01,/m/01914,2,Beijing,CN,CHN
286,2010-11-01,/m/01914,2,Beijing,CN,CHN
287,2010-12-01,/m/01914,2,Beijing,CN,CHN
288,2011-01-01,/m/01914,2,Beijing,CN,CHN
289,2011-02-01,/m/01914,2,Beijing,CN,CHN
290,2011-03-01,/m/01914,2,Beijing,CN,CHN
291,2011-04-01,/m/01914,2,Beijing,CN,CHN
292,2011-05-01,/m/01914,2,Beijing,CN,CHN
293,2011-06-01,/m/01914,2,Beijing,CN,CHN
294,2011-07-01,/m/01914,2,Beijing,CN,CHN
295,2011-08-01,/m/01914,2,Beijing,CN,CHN
296,2011-09-01,/m/01914,2,Beijing,CN,CHN
297,2011-10-01,/m/01914,2,Beijing,CN,CHN
298,2011-11-01,/m/01914,2,Beijing,CN,CHN
299,2011-12-01,/m/01914,2,Beijing,CN,CHN
300,2012-01-01,/m/01914,1,Beijing,CN,CHN
301,2012-02-01,/m/01914,2,Beijing,CN,CHN
302,2012-03-01,/m/01914,2,Beijing,CN,CHN
303,2012-04-01,/m/01914,2,Beijing,CN,CHN
304,2012-05-01,/m/01914,2,Beijing,CN,CHN
305,2012-06-01,/m/01914,2,Beijing,CN,CHN
306,2012-07-01,/m/01914,3,Beijing,CN,CHN
307,2012-08-01,/m/01914,3,Beijing,CN,CHN
308,2012-09-01,/m/01914,1,Beijing,CN,CHN
309,2012-10-01,/m/01914,1,Beijing,CN,CHN
310,2012-11-01,/m/01914,1,Beijing,CN,CHN
311,2012-12-01,/m/01914,1,Beijing,CN,CHN
312,2013-01-01,/m/01914,1,Beijing,CN,CHN
313,2013-02-01,/m/01914,1,Beijing,CN,CHN
314,2013-03-01,/m/01914,1,Beijing,CN,CHN
315,2013-04-01,/m/01914,1,Beijing,CN,CHN
316,2013-05-01,/m/01914,1,Beijing,CN,CHN
317,2013-06-01,/m/01914,1,Beijing,CN,CHN
318,2013-07-01,/m/01914,1,Beijing,CN,CHN
319,2013-08-01,/m/01914,1,Beijing,CN,CHN
320,2013-09-01,/m/01914,1,Beijing,CN,CHN
321,2013-10-01,/m/01914,1,Beijing,CN,CHN
322,2013-11-01,/m/01914,1,Beijing,CN,CHN
323,2013-12-01,/m/01914,1,Beijing,CN,CHN
324,2014-01-01,/m/01914,1,Beijing,CN,CHN
325,2014-02-01,/m/01914,1,Beijing,CN,CHN
326,2014-03-01,/m/01914,1,Beijing,CN,CHN
327,2014-04-01,/m/01914,1,Beijing,CN,CHN
328,2014-05-01,/m/01914,1,Beijing,CN,CHN
329,2014-06-01,/m/01914,1,Beijing,CN,CHN
330,2014-07-01,/m/01914,1,Beijing,CN,CHN
331,2014-08-01,/m/01914,1,Beijing,CN,CHN
332,2014-09-01,/m/01914,1,Beijing,CN,CHN
333,2014-10-01,/m/01914,1,Beijing,CN,CHN
334,2014-11-01,/m/01914,1,Beijing,CN,CHN
335,2014-12-01,/m/01914,1,Beijing,CN,CHN
336,2015-01-01,/m/01914,1,Beijing,CN,CHN
337,2015-02-01,/m/01914,1,Beijing,CN,CHN
338,2015-03-01,/m/01914,1,Beijing,CN,CHN
339,2015-04-01,/m/01914,1,Beijing,CN,CHN
340,2015-05-01,/m/01914,1,Beijing,CN,CHN
341,2015-06-01,/m/01914,1,Beijing,CN,CHN
342,2015-07-01,/m/01914,1,Beijing,CN,CHN
343,2015-08-01,/m/01914,1,Beijing,CN,CHN
344,2015-09-01,/m/01914,1,Beijing,CN,CHN
345,2015-10-01,/m/01914,1,Beijing,CN,CHN
346,2015-11-01,/m/01914,1,Beijing,CN,CHN
347,2015-12-01,/m/01914,1,Beijing,CN,CHN
348,2016-01-01,/m/01914,1,Beijing,CN,CHN
349,2016-02-01,/m/01914,1,Beijing,CN,CHN
350,2016-03-01,/m/01914,1,Beijing,CN,CHN
351,2016-04-01,/m/01914,1,Beijing,CN,CHN
352,2016-05-01,/m/01914,1,Beijing,CN,CHN
353,2016-06-01,/m/01914,1,Beijing,CN,CHN
354,2016-07-01,/m/01914,1,Beijing,CN,CHN
355,2016-08-01,/m/01914,1,Beijing,CN,CHN
356,2016-09-01,/m/01914,1,Beijing,CN,CHN
357,2016-10-01,/m/01914,1,Beijing,CN,CHN
358,2016-11-01,/m/01914,1,Beijing,CN,CHN
359,2016-12-01,/m/01914,1,Beijing,CN,CHN
360,2017-01-01,/m/01914,1,Beijing,CN,CHN
361,2017-02-01,/m/01914,1,Beijing,CN,CHN
362,2017-03-01,/m/01914,1,Beijing,CN,CHN
363,2017-04-01,/m/01914,1,Beijing,CN,CHN
364,2017-05-01,/m/01914,1,Beijing,CN,CHN
365,2017-06-01,/m/01914,1,Beijing,CN,CHN
366,2017-07-01,/m/01914,1,Beijing,CN,CHN
367,2017-08-01,/m/01914,1,Beijing,CN,CHN
368,2017-09-01,/m/01914,1,Beijing,CN,CHN
369,2017-10-01,/m/01914,1,Beijing,CN,CHN
370,2017-11-01,/m/01914,1,Beijing,CN,CHN
371,2017-12-01,/m/01914,1,Beijing,CN,CHN
372,2018-01-01,/m/01914,1,Beijing,CN,CHN
373,2018-02-01,/m/01914,1,Beijing,CN,CHN
374,2018-03-01,/m/01914,1,Beijing,CN,CHN
375,2018-04-01,/m/01914,1,Beijing,CN,CHN
376,2018-05-01,/m/01914,1,Beijing,CN,CHN
377,2018-06-01,/m/01914,1,Beijing,CN,CHN
378,2018-07-01,/m/01914,1,Beijing,CN,CHN
379,2018-08-01,/m/01914,1,Beijing,CN,CHN
380,2018-09-01,/m/01914,1,Beijing,CN,CHN
381,2018-10-01,/m/01914,1,Beijing,CN,CHN
382,2018-11-01,/m/01914,1,Beijing,CN,CHN
383,2018-12-01,/m/01914,1,Beijing,CN,CHN
384,2019-01-01,/m/01914,1,Beijing,CN,CHN
385,2019-02-01,/m/01914,1,Beijing,CN,CHN
386,2019-03-01,/m/01914,1,Beijing,CN,CHN
387,2019-04-01,/m/01914,1,Beijing,CN,CHN
388,2019-05-01,/m/01914,1,Beijing,CN,CHN
389,2019-06-01,/m/01914,1,Beijing,CN,CHN
390,2019-07-01,/m/01914,1,Beijing,CN,CHN
391,2019-08-01,/m/01914,1,Beijing,CN,CHN
392,2019-09-01,/m/01914,1,Beijing,CN,CHN
393,2019-10-01,/m/01914,1,Beijing,CN,CHN
394,2019-11-01,/m/01914,1,Beijing,CN,CHN
395,2019-12-01,/m/01914,1,Beijing,CN,CHN
396,2020-01-01,/m/01914,1,Beijing,CN,CHN
397,2020-02-01,/m/01914,1,Beijing,CN,CHN
398,2020-03-01,/m/01914,1,Beijing,CN,CHN
399,2020-04-01,/m/01914,1,Beijing,CN,CHN
400,2020-05-01,/m/01914,1,Beijing,CN,CHN
401,2020-06-01,/m/01914,1,Beijing,CN,CHN
402,2020-07-01,/m/01914,1,Beijing,CN,CHN
403,2020-08-01,/m/01914,1,Beijing,CN,CHN
404,2020-09-01,/m/01914,1,Beijing,CN,CHN
405,2020-10-01,/m/01914,1,Beijing,CN,CHN
406,2020-11-01,/m/01914,1,Beijing,CN,CHN
407,2020-12-01,/m/01914,1,Beijing,CN,CHN
408,2021-01-01,/m/01914,1,Beijing,CN,CHN
409,2021-02-01,/m/01914,0,Beijing,CN,CHN
410,2021-03-01,/m/01914,1,Beijing,CN,CHN
411,2021-04-01,/m/01914,1,Beijing,CN,CHN
412,2021-05-01,/m/01914,1,Beijing,CN,CHN
413,2021-06-01,/m/01914,1,Beijing,CN,CHN
414,2021-07-01,/m/01914,1,Beijing,CN,CHN
415,2021-08-01,/m/01914,1,Beijing,CN,CHN
416,2021-09-01,/m/01914,1,Beijing,CN,CHN
417,2021-10-01,/m/01914,1,Beijing,CN,CHN
418,2021-11-01,/m/01914,1,Beijing,CN,CHN
419,2021-12-01,/m/01914,1,Beijing,CN,CHN
420,2022-01-01,/m/01914,1,Beijing,CN,CHN
421,2022-02-01,/m/01914,6,Beijing,CN,CHN
422,2022-03-01,/m/01914,1,Beijing,CN,CHN
423,2022-04-01,/m/01914,1,Beijing,CN,CHN
424,2022-05-01,/m/01914,1,Beijing,CN,CHN
425,2022-06-01,/m/01914,1,Beijing,CN,CHN
426,2022-07-01,/m/01914,0,Beijing,CN,CHN
427,2022-08-01,/m/01914,0,Beijing,CN,CHN
428,2022-09-01,/m/01914,0,Beijing,CN,CHN
429,2022-10-01,/m/01914,1,Beijing,CN,CHN
430,2022-11-01,/m/01914,1,Beijing,CN,CHN
431,2022-12-01,/m/01914,1,Beijing,CN,CHN
432,2005-01-01,/m/0lnfy,42,Lagos,NG,NGA
433,2005-02-01,/m/0lnfy,48,Lagos,NG,NGA
434,2005-03-01,/m/0lnfy,49,Lagos,NG,NGA
435,2005-04-01,/m/0lnfy,52,Lagos,NG,NGA
436,2005-05-01,/m/0lnfy,57,Lagos,NG,NGA
437,2005-06-01,/m/0lnfy,59,Lagos,NG,NGA
438,2005-07-01,/m/0lnfy,62,Lagos,NG,NGA
439,2005-08-01,/m/0lnfy,58,Lagos,NG,NGA
440,2005-09-01,/m/0lnfy,50,Lagos,NG,NGA
441,2005-10-01,/m/0lnfy,54,Lagos,NG,NGA
442,2005-11-01,/m/0lnfy,49,Lagos,NG,NGA
443,2005-12-01,/m/0lnfy,45,Lagos,NG,NGA
444,2006-01-01,/m/0lnfy,42,Lagos,NG,NGA
445,2006-02-01,/m/0lnfy,44,Lagos,NG,NGA
446,2006-03-01,/m/0lnfy,54,Lagos,NG,NGA
447,2006-04-01,/m/0lnfy,47,Lagos,NG,NGA
448,2006-05-01,/m/0lnfy,52,Lagos,NG,NGA
449,2006-06-01,/m/0lnfy,50,Lagos,NG,NGA
450,2006-07-01,/m/0lnfy,57,Lagos,NG,NGA
451,2006-08-01,/m/0lnfy,52,Lagos,NG,NGA
452,2006-09-01,/m/0lnfy,48,Lagos,NG,NGA
453,2006-10-01,/m/0lnfy,45,Lagos,NG,NGA
454,2006-11-01,/m/0lnfy,46,Lagos,NG,NGA
455,2006-12-01,/m/0lnfy,41,Lagos,NG,NGA
